timestamp,host,cpu_usage_pct,user_pct,system_pct,iowait_pct,load_avg_1m
2024-03-20T00:50:00,web-03,29.1,18.8,3.1,7.2,1.34
2024-03-20T00:55:00,web-01,21.1,15.6,2.3,3.2,0.84
2024-03-20T00:55:00,web-02,29.6,21.2,3.3,5.1,1.17
2024-03-20T00:55:00,web-03,27.1,18.5,3.4,5.2,1.25
2024-03-20T01:00:00,web-01,23.2,15.8,4.0,3.4,0.82
2024-03-20T01:00:00,web-02,26.0,16.8,5.2,4.0,1.10
2024-03-20T01:00:00,web-03,21.6,13.4,2.7,5.6,0.81
2024-03-20T01:05:00,web-01,26.4,18.2,3.2,5.0,0.94
2024-03-20T01:05:00,web-02,28.8,18.3,5.5,5.0,1.32
2024-03-20T01:05:00,web-03,26.8,16.4,3.3,7.1,1.15
2024-03-20T01:10:00,web-01,25.4,18.8,4.0,2.6,1.00
2024-03-20T01:10:00,web-02,26.6,19.1,4.8,2.7,0.93
2024-03-20T01:10:00,web-03,27.6,18.3,4.1,5.2,1.21
2024-03-20T01:15:00,web-01,26.8,18.8,5.3,2.7,0.90
2024-03-20T01:15:00,web-02,22.8,16.6,2.8,3.3,0.80
2024-03-20T01:15:00,web-03,26.6,17.7,3.8,5.1,0.97
2024-03-20T01:20:00,web-01,25.0,16.7,4.7,3.7,1.02
2024-03-20T01:20:00,web-02,31.8,19.3,6.4,6.1,1.44
2024-03-20T01:20:00,web-03,31.7,23.1,3.7,5.0,1.26
2024-03-20T01:25:00,web-01,23.7,15.0,3.3,5.4,0.78
2024-03-20T01:25:00,web-02,18.7,12.0,3.3,3.4,0.73
2024-03-20T01:25:00,web-03,31.0,20.6,6.1,4.4,1.49
2024-03-20T01:30:00,web-01,20.5,12.8,2.7,5.1,0.97
2024-03-20T01:30:00,web-02,23.4,16.0,3.6,3.7,1.03
2024-03-20T01:30:00,web-03,28.7,19.4,5.3,4.0,0.99
2024-03-20T01:35:00,web-01,26.4,19.6,2.9,3.9,0.92
2024-03-20T01:35:00,web-02,21.3,13.5,2.4,5.4,0.98
2024-03-20T01:35:00,web-03,22.5,14.3,3.6,4.6,0.94
2024-03-20T01:40:00,web-01,21.5,14.6,4.2,2.8,0.76
2024-03-20T01:40:00,web-02,26.9,19.1,3.3,4.5,1.03
2024-03-20T01:40:00,web-03,23.8,15.4,4.2,4.2,0.79
2024-03-20T01:45:00,web-01,22.8,15.2,4.5,3.0,1.09
2024-03-20T01:45:00,web-02,26.9,17.2,5.2,4.5,1.24
2024-03-20T01:45:00,web-03,25.9,19.0,3.6,3.4,0.89
2024-03-20T01:50:00,web-01,27.3,18.9,5.4,3.0,1.16
2024-03-20T01:50:00,web-02,21.0,12.6,3.8,4.5,0.77
2024-03-20T01:50:00,web-03,21.3,13.2,2.4,5.7,0.72
2024-03-20T01:55:00,web-01,18.9,12.9,2.4,3.6,0.79
2024-03-20T01:55:00,web-02,24.6,17.1,3.1,4.4,0.98
2024-03-20T01:55:00,web-03,23.0,16.9,4.2,1.8,0.77
2024-03-20T02:00:00,web-01,22.9,13.7,4.0,5.1,0.96
2024-03-20T02:00:00,web-02,89.8,63.9,13.9,12.0,3.49
2024-03-20T02:00:00,web-03,26.2,19.2,5.0,2.0,1.07
2024-03-20T02:05:00,web-01,25.1,18.2,4.0,2.9,0.86
2024-03-20T02:05:00,web-02,94.3,67.8,17.5,8.9,4.37
2024-03-20T02:05:00,web-03,26.8,17.0,3.4,6.5,0.90
2024-03-20T02:10:00,web-01,26.2,17.3,4.2,4.6,0.90
2024-03-20T02:10:00,web-02,94.5,69.0,18.7,6.9,4.25
2024-03-20T02:10:00,web-03,25.5,18.1,3.4,4.0,1.20
2024-03-20T02:15:00,web-01,24.5,17.7,4.6,2.3,1.10
2024-03-20T02:15:00,web-02,88.8,64.9,16.5,7.4,3.16
2024-03-20T02:15:00,web-03,30.2,21.9,4.4,4.0,1.12
2024-03-20T02:20:00,web-01,25.6,15.5,3.1,7.1,0.95
2024-03-20T02:20:00,web-02,94.1,70.1,12.0,11.9,3.97
2024-03-20T02:20:00,web-03,18.2,12.4,3.5,2.3,0.61
2024-03-20T02:25:00,web-01,30.0,22.4,3.5,4.1,1.42
2024-03-20T02:25:00,web-02,24.9,16.5,4.3,4.0,0.92
2024-03-20T02:25:00,web-03,26.4,18.3,4.0,4.2,1.01
2024-03-20T02:30:00,web-01,23.0,16.2,2.3,4.4,1.07
2024-03-20T02:30:00,web-02,23.9,16.3,4.1,3.5,1.05
2024-03-20T02:30:00,web-03,23.6,14.4,3.9,5.3,0.88
2024-03-20T02:35:00,web-01,22.5,14.6,4.2,3.8,0.98
2024-03-20T02:35:00,web-02,24.2,16.0,3.4,4.8,0.89
2024-03-20T02:35:00,web-03,27.5,17.0,3.9,6.6,1.29
2024-03-20T02:40:00,web-01,22.1,15.3,2.9,3.9,0.90
2024-03-20T02:40:00,web-02,19.2,11.5,2.5,5.2,0.75
2024-03-20T02:40:00,web-03,21.2,14.2,3.1,3.9,0.75
2024-03-20T02:45:00,web-01,22.9,15.4,4.4,3.2,1.02
2024-03-20T02:45:00,web-02,25.6,17.3,4.2,4.1,0.96
2024-03-20T02:45:00,web-03,26.1,18.9,4.6,2.7,1.12
2024-03-20T02:50:00,web-01,25.3,15.3,3.2,6.9,1.00
2024-03-20T02:50:00,web-02,27.0,19.6,2.9,4.5,1.04
2024-03-20T02:50:00,web-03,23.6,16.7,3.5,3.5,0.85
2024-03-20T02:55:00,web-01,23.6,16.5,2.4,4.7,1.04
2024-03-20T02:55:00,web-02,25.2,16.7,3.0,5.5,1.19
2024-03-20T02:55:00,web-03,23.6,16.0,2.5,5.1,0.85
2024-03-20T03:00:00,web-01,26.9,19.4,4.5,3.0,1.29
2024-03-20T03:00:00,web-02,22.3,15.4,4.3,2.6,1.03
2024-03-20T03:00:00,web-03,21.4,14.4,3.9,3.0,0.87
2024-03-20T03:05:00,web-01,21.9,16.1,3.8,2.0,0.87
2024-03-20T03:05:00,web-02,24.9,17.3,4.4,3.2,1.00
2024-03-20T03:05:00,web-03,27.3,18.9,3.5,4.9,0.91
2024-03-20T03:10:00,web-01,24.5,15.9,3.8,4.8,0.84
2024-03-20T03:10:00,web-02,27.3,17.3,4.6,5.4,1.18
2024-03-20T03:10:00,web-03,27.8,19.0,3.9,4.9,0.98
2024-03-20T03:15:00,web-01,26.2,17.4,5.0,3.8,1.08
2024-03-20T03:15:00,web-02,23.0,16.5,3.2,3.4,0.74
2024-03-20T03:15:00,web-03,19.4,12.7,3.4,3.3,0.89
2024-03-20T03:20:00,web-01,28.0,19.9,4.3,3.7,1.17
2024-03-20T03:20:00,web-02,24.1,15.3,2.9,5.9,0.94
2024-03-20T03:20:00,web-03,27.7,19.4,3.9,4.4,0.96
2024-03-20T03:25:00,web-01,25.5,17.1,2.9,5.5,1.07
2024-03-20T03:25:00,web-02,28.0,19.1,2.9,5.9,1.18
2024-03-20T03:25:00,web-03,25.5,15.8,3.7,6.0,0.84
2024-03-20T03:30:00,web-01,23.5,15.3,4.1,4.1,0.89
2024-03-20T03:30:00,web-02,26.4,18.8,4.8,2.7,0.95
2024-03-20T03:30:00,web-03,25.5,17.4,5.1,3.0,0.96
2024-03-20T03:35:00,web-01,25.3,17.6,4.5,3.1,1.07
2024-03-20T03:35:00,web-02,25.2,15.9,2.6,6.8,0.87
2024-03-20T03:35:00,web-03,17.7,10.9,2.9,3.8,0.72
2024-03-20T03:40:00,web-01,25.9,18.5,3.0,4.4,1.08
2024-03-20T03:40:00,web-02,29.6,21.1,3.3,5.2,1.33
2024-03-20T03:40:00,web-03,26.4,15.9,3.5,7.0,1.13
2024-03-20T03:45:00,web-01,24.7,18.4,3.4,2.9,1.07
2024-03-20T03:45:00,web-02,29.1,20.2,3.2,5.7,1.29
2024-03-20T03:45:00,web-03,27.1,19.7,4.3,3.0,0.92
2024-03-20T03:50:00,web-01,30.2,19.7,4.3,6.2,1.15
2024-03-20T03:50:00,web-02,24.5,16.5,3.3,4.6,1.12
2024-03-20T03:50:00,web-03,25.6,19.1,4.2,2.4,1.16
2024-03-20T03:55:00,web-01,23.7,16.8,3.4,3.6,1.04
2024-03-20T03:55:00,web-02,27.3,19.7,4.2,3.4,1.09
2024-03-20T03:55:00,web-03,24.5,16.3,4.2,4.0,0.89
2024-03-20T04:00:00,web-01,28.4,17.4,5.3,5.6,1.02
2024-03-20T04:00:00,web-02,20.5,13.7,3.3,3.5,0.78
2024-03-20T04:00:00,web-03,30.8,19.3,3.7,7.7,1.38
2024-03-20T04:05:00,web-01,26.0,17.0,4.9,4.2,1.13
2024-03-20T04:05:00,web-02,24.9,18.5,2.7,3.7,1.08
2024-03-20T04:05:00,web-03,25.4,17.1,4.5,3.8,1.09
2024-03-20T04:10:00,web-01,22.9,16.4,2.5,3.9,0.81
2024-03-20T04:10:00,web-02,22.2,15.6,2.9,3.7,0.92
2024-03-20T04:10:00,web-03,21.4,14.2,3.7,3.5,0.80
2024-03-20T04:15:00,web-01,25.6,18.1,3.3,4.3,0.92
2024-03-20T04:15:00,web-02,26.4,16.3,4.1,6.0,1.17
2024-03-20T04:15:00,web-03,26.3,16.5,3.2,6.6,1.05
2024-03-20T04:20:00,web-01,23.7,16.1,3.0,4.6,0.80
2024-03-20T04:20:00,web-02,16.9,10.6,2.1,4.2,0.59
2024-03-20T04:20:00,web-03,28.7,18.4,5.7,4.6,1.17
2024-03-20T04:25:00,web-01,25.3,17.8,2.9,4.6,1.16
2024-03-20T04:25:00,web-02,18.9,13.0,2.8,3.2,0.74
2024-03-20T04:25:00,web-03,25.3,15.9,2.7,6.8,1.19
2024-03-20T04:30:00,web-01,19.5,12.9,2.1,4.5,0.82
2024-03-20T04:30:00,web-02,25.8,15.7,3.0,7.1,1.06
2024-03-20T04:30:00,web-03,21.8,13.5,3.8,4.5,0.91
2024-03-20T04:35:00,web-01,34.0,24.5,4.2,5.4,1.37
2024-03-20T04:35:00,web-02,21.9,16.0,4.4,1.6,0.81
2024-03-20T04:35:00,web-03,26.0,18.0,4.2,3.8,1.14
2024-03-20T04:40:00,web-01,26.9,17.0,4.5,5.4,0.93
2024-03-20T04:40:00,web-02,24.3,15.2,2.6,6.5,0.78
2024-03-20T04:40:00,web-03,21.2,13.6,2.6,4.9,0.92
2024-03-20T04:45:00,web-01,26.2,18.5,3.8,3.9,1.13
2024-03-20T04:45:00,web-02,29.7,20.6,4.9,4.2,1.39
2024-03-20T04:45:00,web-03,22.6,15.0,3.5,4.1,0.96
2024-03-20T04:50:00,web-01,29.7,18.1,3.5,8.1,1.10
2024-03-20T04:50:00,web-02,21.9,15.6,3.4,2.9,0.80
2024-03-20T04:50:00,web-03,28.3,19.9,5.5,2.8,1.13
2024-03-20T04:55:00,web-01,28.2,19.0,3.0,6.2,0.92
2024-03-20T04:55:00,web-02,22.6,14.4,2.5,5.7,1.07
2024-03-20T04:55:00,web-03,26.1,18.9,4.1,3.1,1.23
2024-03-20T05:00:00,web-01,29.5,18.9,3.1,7.5,1.30
2024-03-20T05:00:00,web-02,25.0,16.8,4.1,4.1,1.17
2024-03-20T05:00:00,web-03,26.7,18.5,4.0,4.1,0.89
2024-03-20T05:05:00,web-01,28.6,18.7,3.8,6.1,1.22
2024-03-20T05:05:00,web-02,26.7,18.8,3.4,4.5,1.26
2024-03-20T05:05:00,web-03,22.9,16.5,3.6,2.8,0.90
2024-03-20T05:10:00,web-01,24.0,17.9,3.4,2.7,0.96
2024-03-20T05:10:00,web-02,27.4,20.5,4.5,2.4,1.12
2024-03-20T05:10:00,web-03,23.3,15.3,4.1,4.0,0.98
2024-03-20T05:15:00,web-01,26.0,18.6,3.1,4.3,1.06
2024-03-20T05:15:00,web-02,27.9,19.7,3.1,5.1,1.33
2024-03-20T05:15:00,web-03,23.6,16.3,2.9,4.4,0.81
2024-03-20T05:20:00,web-01,21.4,13.1,4.3,4.0,1.00
2024-03-20T05:20:00,web-02,23.8,15.9,2.7,5.2,1.08
2024-03-20T05:20:00,web-03,20.2,13.7,2.6,4.0,0.92
2024-03-20T05:25:00,web-01,25.0,18.7,3.1,3.2,1.02
2024-03-20T05:25:00,web-02,20.0,13.5,3.8,2.7,0.91
2024-03-20T05:25:00,web-03,29.5,18.9,5.3,5.3,1.14
2024-03-20T05:30:00,web-01,28.3,20.4,3.6,4.2,1.04
2024-03-20T05:30:00,web-02,23.6,16.2,4.7,2.6,0.94
2024-03-20T05:30:00,web-03,27.2,17.7,4.2,5.3,1.11
2024-03-20T05:35:00,web-01,28.0,18.7,3.7,5.6,0.98
2024-03-20T05:35:00,web-02,23.7,15.1,4.2,4.4,0.78
2024-03-20T05:35:00,web-03,21.3,15.2,3.6,2.5,0.96
2024-03-20T05:40:00,web-01,21.7,15.7,4.3,1.7,0.86
2024-03-20T05:40:00,web-02,27.9,16.9,4.2,6.8,1.16
2024-03-20T05:40:00,web-03,29.2,19.4,4.5,5.3,1.15
2024-03-20T05:45:00,web-01,20.5,14.5,2.9,3.1,0.87
2024-03-20T05:45:00,web-02,26.9,20.1,3.6,3.2,1.16
2024-03-20T05:45:00,web-03,27.8,19.4,5.1,3.3,1.27
2024-03-20T05:50:00,web-01,26.9,17.4,4.6,4.9,1.19
2024-03-20T05:50:00,web-02,22.7,16.6,2.4,3.8,0.75
2024-03-20T05:50:00,web-03,20.4,15.3,3.6,1.5,0.79
2024-03-20T05:55:00,web-01,20.0,12.3,3.3,4.4,0.92
2024-03-20T05:55:00,web-02,20.7,15.2,2.2,3.3,0.92
2024-03-20T05:55:00,web-03,26.6,17.1,3.7,5.8,0.91
2024-03-20T06:00:00,web-01,21.2,15.2,2.5,3.5,0.71
2024-03-20T06:00:00,web-02,24.2,17.7,3.9,2.6,0.87
2024-03-20T06:00:00,web-03,26.4,17.7,3.3,5.4,0.95
2024-03-20T06:05:00,web-01,24.1,14.5,4.4,5.3,1.12
2024-03-20T06:05:00,web-02,24.2,16.1,3.3,4.8,1.00
2024-03-20T06:05:00,web-03,23.4,16.3,3.3,3.8,0.84
2024-03-20T06:10:00,web-01,26.1,17.2,3.9,5.1,0.94
2024-03-20T06:10:00,web-02,23.3,16.0,3.7,3.7,1.12
2024-03-20T06:10:00,web-03,22.7,15.8,2.9,3.9,0.93
2024-03-20T06:15:00,web-01,33.0,23.2,5.7,4.0,1.08
2024-03-20T06:15:00,web-02,22.2,16.4,2.9,3.0,1.00
2024-03-20T06:15:00,web-03,22.8,15.8,3.1,4.0,0.96
2024-03-20T06:20:00,web-01,21.7,15.4,3.6,2.7,0.99
2024-03-20T06:20:00,web-02,21.9,15.2,4.2,2.5,0.93
2024-03-20T06:20:00,web-03,23.8,16.4,4.1,3.3,0.80
2024-03-20T06:25:00,web-01,28.0,18.0,4.9,5.1,0.98
2024-03-20T06:25:00,web-02,27.5,20.5,4.2,2.8,1.28
2024-03-20T06:25:00,web-03,27.8,20.1,3.5,4.2,1.25
2024-03-20T06:30:00,web-01,19.6,14.0,2.6,3.0,0.66
2024-03-20T06:30:00,web-02,25.6,19.1,2.9,3.6,1.22
2024-03-20T06:30:00,web-03,28.1,21.0,5.5,1.6,1.26
2024-03-20T06:35:00,web-01,21.3,13.9,3.8,3.5,0.69
2024-03-20T06:35:00,web-02,21.8,15.3,3.6,2.9,0.90
2024-03-20T06:35:00,web-03,24.2,17.5,4.7,2.0,0.82
2024-03-20T06:40:00,web-01,25.1,18.4,3.9,2.8,1.17
2024-03-20T06:40:00,web-02,25.7,16.3,2.7,6.7,1.16
2024-03-20T06:40:00,web-03,27.1,17.9,3.1,6.1,1.28
2024-03-20T06:45:00,web-01,23.6,15.3,3.5,4.8,0.79
2024-03-20T06:45:00,web-02,26.2,17.5,4.4,4.3,1.15
2024-03-20T06:45:00,web-03,23.9,17.8,3.4,2.8,1.05
2024-03-20T06:50:00,web-01,26.8,16.4,4.0,6.3,1.03
2024-03-20T06:50:00,web-02,27.6,20.5,2.8,4.2,1.05
2024-03-20T06:50:00,web-03,18.1,13.2,2.0,2.9,0.78
2024-03-20T06:55:00,web-01,27.6,18.8,5.5,3.3,1.04
2024-03-20T06:55:00,web-02,23.4,14.5,4.3,4.6,0.92
2024-03-20T06:55:00,web-03,26.2,18.3,4.3,3.6,1.09
2024-03-20T07:00:00,web-01,30.2,19.2,3.4,7.6,1.24
2024-03-20T07:00:00,web-02,25.7,15.7,4.5,5.5,0.91
2024-03-20T07:00:00,web-03,26.3,17.1,3.0,6.2,1.22
2024-03-20T07:05:00,web-01,30.9,18.6,5.7,6.6,1.06
2024-03-20T07:05:00,web-02,26.6,16.6,4.4,5.5,0.86
2024-03-20T07:05:00,web-03,26.7,16.1,4.8,5.8,0.95
2024-03-20T07:10:00,web-01,24.2,14.7,4.2,5.3,0.98
2024-03-20T07:10:00,web-02,26.7,19.0,3.9,3.7,1.19
2024-03-20T07:10:00,web-03,23.6,15.9,4.6,3.1,0.77
2024-03-20T07:15:00,web-01,24.9,17.9,4.6,2.4,1.00
2024-03-20T07:15:00,web-02,17.5,10.7,2.6,4.3,0.67
2024-03-20T07:15:00,web-03,27.0,19.0,4.0,4.0,1.26
2024-03-20T07:20:00,web-01,26.1,18.0,2.8,5.3,0.95
2024-03-20T07:20:00,web-02,25.5,17.8,4.0,3.8,0.95
2024-03-20T07:20:00,web-03,28.7,19.2,4.6,4.9,0.96
2024-03-20T07:25:00,web-01,24.9,17.5,4.6,2.7,1.06
2024-03-20T07:25:00,web-02,25.6,16.2,3.7,5.7,0.91
2024-03-20T07:25:00,web-03,20.2,13.2,2.9,4.1,0.78
2024-03-20T07:30:00,web-01,27.6,19.3,3.8,4.5,0.95
2024-03-20T07:30:00,web-02,26.8,19.8,2.9,4.1,1.21
2024-03-20T07:30:00,web-03,26.1,18.6,4.7,2.8,1.07
2024-03-20T07:35:00,web-01,25.7,17.7,4.0,4.0,0.96
2024-03-20T07:35:00,web-02,27.0,18.9,4.7,3.4,1.24
2024-03-20T07:35:00,web-03,26.9,19.1,5.3,2.6,1.12
2024-03-20T07:40:00,web-01,22.7,14.3,3.8,4.6,0.81
2024-03-20T07:40:00,web-02,28.2,17.4,5.2,5.6,1.07
2024-03-20T07:40:00,web-03,25.3,18.3,4.7,2.4,1.20
2024-03-20T07:45:00,web-01,21.1,15.2,3.4,2.4,0.89
2024-03-20T07:45:00,web-02,31.8,23.0,4.0,4.7,1.11
2024-03-20T07:45:00,web-03,26.1,18.4,3.4,4.3,0.98
2024-03-20T07:50:00,web-01,31.1,21.3,4.3,5.4,1.06
2024-03-20T07:50:00,web-02,25.2,17.5,2.6,5.1,1.11
2024-03-20T07:50:00,web-03,25.7,16.7,3.5,5.4,1.12
2024-03-20T07:55:00,web-01,28.1,20.1,4.4,3.6,0.94
2024-03-20T07:55:00,web-02,26.7,18.5,4.5,3.7,0.97
2024-03-20T07:55:00,web-03,25.6,17.9,3.8,3.9,1.00
2024-03-20T08:00:00,web-01,16.8,10.3,2.4,4.0,0.61
2024-03-20T08:00:00,web-02,22.5,15.8,3.3,3.4,0.96
2024-03-20T08:00:00,web-03,20.4,14.1,2.1,4.3,0.75
2024-03-20T08:05:00,web-01,18.3,11.6,2.1,4.7,0.66
2024-03-20T08:05:00,web-02,17.3,12.3,2.0,3.0,0.66
2024-03-20T08:05:00,web-03,17.8,12.6,2.7,2.6,0.81
2024-03-20T08:10:00,web-01,17.9,13.1,1.9,3.0,0.58
2024-03-20T08:10:00,web-02,16.4,12.1,3.1,1.2,0.68
2024-03-20T08:10:00,web-03,13.3,8.8,1.5,3.0,0.43
2024-03-20T08:15:00,web-01,15.4,10.0,2.8,2.6,0.65
2024-03-20T08:15:00,web-02,20.8,12.8,3.8,4.2,0.75
2024-03-20T08:15:00,web-03,11.6,8.0,1.8,1.9,0.45
2024-03-20T08:20:00,web-01,16.5,10.7,1.9,3.8,0.66
2024-03-20T08:20:00,web-02,20.0,12.4,3.0,4.6,0.93
2024-03-20T08:20:00,web-03,14.7,10.6,2.7,1.4,0.52
2024-03-20T08:25:00,web-01,21.4,13.3,2.6,5.5,0.89
2024-03-20T08:25:00,web-02,17.8,11.1,3.2,3.5,0.71
2024-03-20T08:25:00,web-03,13.1,9.4,2.3,1.5,0.51
2024-03-20T08:30:00,web-01,20.9,14.6,3.4,3.0,0.96
2024-03-20T08:30:00,web-02,15.7,10.9,1.8,3.0,0.52
2024-03-20T08:30:00,web-03,15.1,9.7,1.6,3.8,0.61
2024-03-20T08:35:00,web-01,18.4,11.9,2.7,3.8,0.61
2024-03-20T08:35:00,web-02,18.1,13.2,3.4,1.5,0.76
2024-03-20T08:35:00,web-03,16.5,11.1,2.4,2.9,0.67
2024-03-20T08:40:00,web-01,19.2,12.8,3.5,2.9,0.81
2024-03-20T08:40:00,web-02,11.3,7.3,1.7,2.3,0.39
2024-03-20T08:40:00,web-03,18.8,13.8,2.5,2.5,0.82
2024-03-20T08:45:00,web-01,18.0,12.2,2.1,3.7,0.65
2024-03-20T08:45:00,web-02,14.5,9.8,1.7,3.0,0.55
2024-03-20T08:45:00,web-03,18.7,12.0,2.6,4.1,0.70
2024-03-20T08:50:00,web-01,13.2,9.2,1.4,2.6,0.44
2024-03-20T08:50:00,web-02,14.4,10.1,1.9,2.5,0.63
2024-03-20T08:50:00,web-03,13.9,10.1,1.9,1.9,0.57
2024-03-20T08:55:00,web-01,12.1,7.5,1.6,2.9,0.57
2024-03-20T08:55:00,web-02,16.5,11.4,3.2,1.9,0.61
2024-03-20T08:55:00,web-03,14.7,9.6,2.6,2.4,0.66
2024-03-20T09:00:00,web-01,18.4,13.1,3.1,2.2,0.74
2024-03-20T09:00:00,web-02,16.2,11.3,2.3,2.6,0.61
2024-03-20T09:00:00,web-03,19.9,12.6,3.9,3.4,0.79
2024-03-20T09:05:00,web-01,22.6,14.3,2.6,5.7,0.75
2024-03-20T09:05:00,web-02,21.9,15.7,4.0,2.2,1.01
2024-03-20T09:05:00,web-03,20.0,12.1,2.7,5.2,0.88
2024-03-20T09:10:00,web-01,23.1,14.4,4.2,4.4,1.02
2024-03-20T09:10:00,web-02,23.3,16.8,2.7,3.8,0.91
2024-03-20T09:10:00,web-03,17.3,11.0,2.5,3.8,0.63
2024-03-20T09:15:00,web-01,23.5,16.7,3.4,3.4,0.95
2024-03-20T09:15:00,web-02,19.1,12.8,3.5,2.8,0.72
2024-03-20T09:15:00,web-03,26.2,19.4,5.2,1.6,1.03
2024-03-20T09:20:00,web-01,20.5,13.9,4.0,2.6,0.93
2024-03-20T09:20:00,web-02,24.0,17.3,2.7,4.0,0.86
2024-03-20T09:20:00,web-03,17.3,11.8,1.9,3.6,0.79
2024-03-20T09:25:00,web-01,16.4,11.9,2.1,2.4,0.72
2024-03-20T09:25:00,web-02,20.2,12.6,2.9,4.7,0.95
2024-03-20T09:25:00,web-03,27.6,17.5,4.0,6.1,1.04
2024-03-20T09:30:00,web-01,22.1,14.9,2.7,4.4,1.06
2024-03-20T09:30:00,web-02,21.3,14.0,2.2,5.1,1.00
2024-03-20T09:30:00,web-03,23.4,16.8,2.7,3.9,0.86
2024-03-20T09:35:00,web-01,17.4,12.6,3.0,1.8,0.60
2024-03-20T09:35:00,web-02,20.2,12.1,2.2,5.9,0.73
2024-03-20T09:35:00,web-03,18.0,13.0,2.8,2.2,0.78
2024-03-20T09:40:00,web-01,19.7,12.7,2.6,4.5,0.64
2024-03-20T09:40:00,web-02,20.9,13.8,3.7,3.3,0.82
2024-03-20T09:40:00,web-03,26.1,18.0,2.7,5.5,1.05
2024-03-20T09:45:00,web-01,25.3,16.1,2.9,6.3,0.98
2024-03-20T09:45:00,web-02,19.4,12.9,3.2,3.3,0.65
2024-03-20T09:45:00,web-03,19.6,14.7,2.1,2.9,0.79
2024-03-20T09:50:00,web-01,12.2,8.3,1.7,2.2,0.48
2024-03-20T09:50:00,web-02,20.7,14.4,4.1,2.2,0.75
2024-03-20T09:50:00,web-03,26.4,17.2,4.6,4.6,1.11
2024-03-20T09:55:00,web-01,21.7,15.5,3.8,2.4,0.81
2024-03-20T09:55:00,web-02,24.7,17.9,2.9,4.0,1.10
2024-03-20T09:55:00,web-03,22.2,14.8,3.8,3.6,0.93
2024-03-20T10:00:00,web-01,25.4,18.2,3.7,3.5,0.93
2024-03-20T10:00:00,web-02,24.0,14.6,2.9,6.6,0.78
2024-03-20T10:00:00,web-03,28.3,21.2,4.4,2.8,1.02
2024-03-20T10:05:00,web-01,23.5,16.8,2.8,4.0,0.89
2024-03-20T10:05:00,web-02,26.2,17.0,2.9,6.2,0.99
2024-03-20T10:05:00,web-03,19.1,14.0,3.3,1.8,0.88
2024-03-20T10:10:00,web-01,18.9,12.7,2.8,3.3,0.88
2024-03-20T10:10:00,web-02,30.3,20.5,5.5,4.3,1.32
2024-03-20T10:10:00,web-03,28.6,20.7,4.4,3.5,1.06
2024-03-20T10:15:00,web-01,26.9,16.5,4.5,6.0,0.99
2024-03-20T10:15:00,web-02,22.5,15.8,3.0,3.6,0.73
2024-03-20T10:15:00,web-03,23.1,16.9,3.1,3.1,1.11
2024-03-20T10:20:00,web-01,23.7,17.6,2.5,3.6,1.00
2024-03-20T10:20:00,web-02,33.3,21.8,6.0,5.5,1.43
2024-03-20T10:20:00,web-03,26.6,18.4,4.7,3.5,0.87
2024-03-20T10:25:00,web-01,24.5,15.0,4.4,5.2,0.93
