timestamp,db_host,query_type,avg_latency_ms,p95_latency_ms,p99_latency_ms,qps,slow_query_count
2024-03-20T00:30:00,pg-replica,INSERT,11.2,31.5,75.4,15,0
2024-03-20T00:30:00,pg-replica,UPDATE,9.9,29.0,46.9,16,0
2024-03-20T00:35:00,pg-primary,SELECT,5.3,13.4,28.4,56,0
2024-03-20T00:35:00,pg-primary,INSERT,9.5,25.1,55.2,16,0
2024-03-20T00:35:00,pg-primary,UPDATE,10.7,27.6,58.3,14,0
2024-03-20T00:35:00,pg-replica,SELECT,5.4,17.1,27.5,65,0
2024-03-20T00:35:00,pg-replica,INSERT,10.3,27.7,58.1,13,0
2024-03-20T00:35:00,pg-replica,UPDATE,9.6,26.9,62.4,13,0
2024-03-20T00:40:00,pg-primary,SELECT,4.3,13.0,32.1,60,0
2024-03-20T00:40:00,pg-primary,INSERT,11.2,38.4,75.6,17,0
2024-03-20T00:40:00,pg-primary,UPDATE,10.4,33.4,65.7,15,0
2024-03-20T00:40:00,pg-replica,SELECT,5.4,18.6,35.2,54,0
2024-03-20T00:40:00,pg-replica,INSERT,8.6,28.3,67.3,15,0
2024-03-20T00:40:00,pg-replica,UPDATE,9.1,26.9,44.9,15,0
2024-03-20T00:45:00,pg-primary,SELECT,4.3,11.4,18.2,64,0
2024-03-20T00:45:00,pg-primary,INSERT,9.3,30.7,62.5,17,0
2024-03-20T00:45:00,pg-primary,UPDATE,10.6,33.1,67.8,16,0
2024-03-20T00:45:00,pg-replica,SELECT,4.5,13.9,31.8,69,0
2024-03-20T00:45:00,pg-replica,INSERT,10.7,32.6,56.5,15,0
2024-03-20T00:45:00,pg-replica,UPDATE,11.2,33.4,69.9,14,0
2024-03-20T00:50:00,pg-primary,SELECT,5.1,17.1,28.7,62,0
2024-03-20T00:50:00,pg-primary,INSERT,11.4,37.4,70.2,17,0
2024-03-20T00:50:00,pg-primary,UPDATE,10.1,26.0,60.3,17,0
2024-03-20T00:50:00,pg-replica,SELECT,5.0,13.2,21.8,60,0
2024-03-20T00:50:00,pg-replica,INSERT,9.8,30.2,51.2,14,0
2024-03-20T00:50:00,pg-replica,UPDATE,8.0,22.4,54.8,14,0
2024-03-20T00:55:00,pg-primary,SELECT,5.6,15.8,25.2,78,0
2024-03-20T00:55:00,pg-primary,INSERT,9.6,26.7,50.0,15,0
2024-03-20T00:55:00,pg-primary,UPDATE,9.9,31.7,73.6,13,0
2024-03-20T00:55:00,pg-replica,SELECT,5.2,16.8,31.8,57,0
2024-03-20T00:55:00,pg-replica,INSERT,10.9,31.4,64.2,14,0
2024-03-20T00:55:00,pg-replica,UPDATE,10.4,35.5,83.1,16,0
2024-03-20T01:00:00,pg-primary,SELECT,6.4,20.4,33.3,61,0
2024-03-20T01:00:00,pg-primary,INSERT,9.8,28.8,71.6,13,0
2024-03-20T01:00:00,pg-primary,UPDATE,10.7,31.3,61.2,15,0
2024-03-20T01:00:00,pg-replica,SELECT,4.7,14.2,29.1,62,0
2024-03-20T01:00:00,pg-replica,INSERT,10.3,27.6,58.2,12,0
2024-03-20T01:00:00,pg-replica,UPDATE,10.1,29.4,60.1,17,0
2024-03-20T01:05:00,pg-primary,SELECT,6.0,18.5,40.8,65,0
2024-03-20T01:05:00,pg-primary,INSERT,9.8,31.7,78.6,14,0
2024-03-20T01:05:00,pg-primary,UPDATE,9.8,29.1,46.0,15,0
2024-03-20T01:05:00,pg-replica,SELECT,4.2,14.5,22.9,62,0
2024-03-20T01:05:00,pg-replica,INSERT,8.7,24.4,37.9,14,0
2024-03-20T01:05:00,pg-replica,UPDATE,8.8,26.2,58.5,15,0
2024-03-20T01:10:00,pg-primary,SELECT,5.6,18.5,33.1,73,0
2024-03-20T01:10:00,pg-primary,INSERT,10.0,30.6,47.8,13,0
2024-03-20T01:10:00,pg-primary,UPDATE,10.1,25.8,64.2,16,0
2024-03-20T01:10:00,pg-replica,SELECT,5.0,14.9,35.0,62,0
2024-03-20T01:10:00,pg-replica,INSERT,10.5,29.3,69.0,16,0
2024-03-20T01:10:00,pg-replica,UPDATE,10.6,28.1,54.8,17,0
2024-03-20T01:15:00,pg-primary,SELECT,4.6,14.8,29.5,64,0
2024-03-20T01:15:00,pg-primary,INSERT,9.8,25.8,62.9,16,0
2024-03-20T01:15:00,pg-primary,UPDATE,11.0,38.3,87.0,15,0
2024-03-20T01:15:00,pg-replica,SELECT,4.8,15.4,28.5,57,0
2024-03-20T01:15:00,pg-replica,INSERT,8.7,22.7,37.9,14,0
2024-03-20T01:15:00,pg-replica,UPDATE,10.0,30.2,56.8,12,0
2024-03-20T01:20:00,pg-primary,SELECT,4.5,11.8,27.9,74,0
2024-03-20T01:20:00,pg-primary,INSERT,8.6,29.7,64.8,16,0
2024-03-20T01:20:00,pg-primary,UPDATE,10.6,33.2,81.5,12,1
2024-03-20T01:20:00,pg-replica,SELECT,5.3,14.6,23.4,56,0
2024-03-20T01:20:00,pg-replica,INSERT,9.2,30.0,67.6,15,0
2024-03-20T01:20:00,pg-replica,UPDATE,10.3,32.9,55.2,16,0
2024-03-20T01:25:00,pg-primary,SELECT,4.8,15.9,24.1,62,0
2024-03-20T01:25:00,pg-primary,INSERT,9.3,26.0,44.0,15,0
2024-03-20T01:25:00,pg-primary,UPDATE,10.1,34.6,74.6,17,0
2024-03-20T01:25:00,pg-replica,SELECT,4.5,11.8,27.7,53,0
2024-03-20T01:25:00,pg-replica,INSERT,11.1,37.6,77.7,18,0
2024-03-20T01:25:00,pg-replica,UPDATE,9.7,28.9,70.4,14,0
2024-03-20T01:30:00,pg-primary,SELECT,4.1,11.5,22.1,68,0
2024-03-20T01:30:00,pg-primary,INSERT,9.7,25.1,57.1,16,0
2024-03-20T01:30:00,pg-primary,UPDATE,10.6,27.1,66.7,15,0
2024-03-20T01:30:00,pg-replica,SELECT,3.9,12.0,20.1,61,0
2024-03-20T01:30:00,pg-replica,INSERT,10.0,32.8,56.3,13,0
2024-03-20T01:30:00,pg-replica,UPDATE,9.9,25.5,52.8,14,0
2024-03-20T01:35:00,pg-primary,SELECT,5.5,18.8,31.0,51,0
2024-03-20T01:35:00,pg-primary,INSERT,9.6,30.7,73.9,14,0
2024-03-20T01:35:00,pg-primary,UPDATE,9.5,32.5,64.8,12,0
2024-03-20T01:35:00,pg-replica,SELECT,5.2,15.7,23.6,50,0
2024-03-20T01:35:00,pg-replica,INSERT,9.5,28.3,58.4,16,0
2024-03-20T01:35:00,pg-replica,UPDATE,9.6,30.0,73.8,14,0
2024-03-20T01:40:00,pg-primary,SELECT,5.3,18.5,29.2,50,0
2024-03-20T01:40:00,pg-primary,INSERT,9.6,24.4,46.1,14,0
2024-03-20T01:40:00,pg-primary,UPDATE,11.4,38.8,82.8,15,0
2024-03-20T01:40:00,pg-replica,SELECT,4.5,11.8,19.9,53,0
2024-03-20T01:40:00,pg-replica,INSERT,8.7,26.0,40.6,14,0
2024-03-20T01:40:00,pg-replica,UPDATE,8.1,24.0,60.0,14,0
2024-03-20T01:45:00,pg-primary,SELECT,5.0,16.6,25.6,68,0
2024-03-20T01:45:00,pg-primary,INSERT,9.5,30.0,71.3,14,0
2024-03-20T01:45:00,pg-primary,UPDATE,11.1,37.9,58.2,16,0
2024-03-20T01:45:00,pg-replica,SELECT,3.9,9.9,21.9,62,0
2024-03-20T01:45:00,pg-replica,INSERT,10.4,26.6,48.2,15,0
2024-03-20T01:45:00,pg-replica,UPDATE,10.6,35.3,56.7,17,0
2024-03-20T01:50:00,pg-primary,SELECT,5.0,13.6,31.4,50,0
2024-03-20T01:50:00,pg-primary,INSERT,11.5,32.5,80.4,15,0
2024-03-20T01:50:00,pg-primary,UPDATE,9.8,32.5,74.6,15,0
2024-03-20T01:50:00,pg-replica,SELECT,4.9,12.9,24.6,63,0
2024-03-20T01:50:00,pg-replica,INSERT,8.8,25.9,62.7,16,0
2024-03-20T01:50:00,pg-replica,UPDATE,10.8,35.4,53.6,13,0
2024-03-20T01:55:00,pg-primary,SELECT,5.0,13.4,21.3,53,0
2024-03-20T01:55:00,pg-primary,INSERT,8.4,27.6,60.5,16,0
2024-03-20T01:55:00,pg-primary,UPDATE,11.4,34.4,65.8,17,0
2024-03-20T01:55:00,pg-replica,SELECT,5.3,15.9,39.0,61,0
2024-03-20T01:55:00,pg-replica,INSERT,8.7,24.9,37.5,15,0
2024-03-20T01:55:00,pg-replica,UPDATE,9.6,27.4,61.9,15,0
2024-03-20T02:00:00,pg-primary,SELECT,4.9,16.1,34.7,59,0
2024-03-20T02:00:00,pg-primary,INSERT,10.4,36.2,71.5,13,0
2024-03-20T02:00:00,pg-primary,UPDATE,11.3,28.8,61.8,15,0
2024-03-20T02:00:00,pg-replica,SELECT,4.5,14.8,22.8,69,0
2024-03-20T02:00:00,pg-replica,INSERT,7.7,20.7,47.3,14,0
2024-03-20T02:00:00,pg-replica,UPDATE,11.3,34.8,63.6,14,0
2024-03-20T02:05:00,pg-primary,SELECT,5.7,16.1,36.8,59,0
2024-03-20T02:05:00,pg-primary,INSERT,9.8,28.3,48.7,12,0
2024-03-20T02:05:00,pg-primary,UPDATE,10.2,34.6,56.9,16,0
2024-03-20T02:05:00,pg-replica,SELECT,4.8,15.4,32.9,62,0
2024-03-20T02:05:00,pg-replica,INSERT,9.9,26.0,57.0,16,0
2024-03-20T02:05:00,pg-replica,UPDATE,10.7,28.5,52.5,14,0
2024-03-20T02:10:00,pg-primary,SELECT,4.6,15.0,32.0,57,0
2024-03-20T02:10:00,pg-primary,INSERT,11.9,30.9,72.7,14,0
2024-03-20T02:10:00,pg-primary,UPDATE,10.2,31.6,73.9,15,0
2024-03-20T02:10:00,pg-replica,SELECT,5.0,14.0,29.2,56,0
2024-03-20T02:10:00,pg-replica,INSERT,9.2,24.3,50.3,19,0
2024-03-20T02:10:00,pg-replica,UPDATE,11.1,36.3,55.6,15,0
2024-03-20T02:15:00,pg-primary,SELECT,4.9,16.1,37.4,56,0
2024-03-20T02:15:00,pg-primary,INSERT,9.9,31.8,78.0,15,0
2024-03-20T02:15:00,pg-primary,UPDATE,10.6,33.4,53.2,14,0
2024-03-20T02:15:00,pg-replica,SELECT,4.7,15.3,23.3,49,0
2024-03-20T02:15:00,pg-replica,INSERT,10.5,35.4,67.4,15,0
2024-03-20T02:15:00,pg-replica,UPDATE,8.6,29.0,45.5,15,0
2024-03-20T02:20:00,pg-primary,SELECT,4.7,12.0,23.0,58,0
2024-03-20T02:20:00,pg-primary,INSERT,8.3,27.2,43.1,14,1
2024-03-20T02:20:00,pg-primary,UPDATE,8.9,22.7,55.5,14,0
2024-03-20T02:20:00,pg-replica,SELECT,5.4,16.7,31.2,64,0
2024-03-20T02:20:00,pg-replica,INSERT,11.1,28.6,63.2,16,0
2024-03-20T02:20:00,pg-replica,UPDATE,10.0,29.9,72.9,16,1
2024-03-20T02:25:00,pg-primary,SELECT,4.4,11.9,26.7,61,0
2024-03-20T02:25:00,pg-primary,INSERT,9.8,27.3,42.7,17,0
2024-03-20T02:25:00,pg-primary,UPDATE,11.0,33.2,53.8,14,0
2024-03-20T02:25:00,pg-replica,SELECT,4.6,14.3,33.0,59,0
2024-03-20T02:25:00,pg-replica,INSERT,9.4,32.3,50.6,16,0
2024-03-20T02:25:00,pg-replica,UPDATE,11.9,33.1,81.3,17,0
2024-03-20T02:30:00,pg-primary,SELECT,5.3,16.8,33.5,65,0
2024-03-20T02:30:00,pg-primary,INSERT,9.4,32.7,66.7,14,0
2024-03-20T02:30:00,pg-primary,UPDATE,10.7,31.4,67.4,15,0
2024-03-20T02:30:00,pg-replica,SELECT,5.3,18.1,38.8,57,0
2024-03-20T02:30:00,pg-replica,INSERT,10.5,33.0,60.2,13,0
2024-03-20T02:30:00,pg-replica,UPDATE,10.6,29.7,48.5,14,0
2024-03-20T02:35:00,pg-primary,SELECT,4.7,13.0,25.8,70,0
2024-03-20T02:35:00,pg-primary,INSERT,10.9,32.2,53.7,15,0
2024-03-20T02:35:00,pg-primary,UPDATE,9.3,25.8,63.9,16,0
2024-03-20T02:35:00,pg-replica,SELECT,4.9,13.3,20.5,57,0
2024-03-20T02:35:00,pg-replica,INSERT,10.5,28.9,48.7,15,0
2024-03-20T02:35:00,pg-replica,UPDATE,9.6,27.7,56.4,16,0
2024-03-20T02:40:00,pg-primary,SELECT,5.4,18.3,34.9,57,0
2024-03-20T02:40:00,pg-primary,INSERT,9.2,22.9,51.3,15,0
2024-03-20T02:40:00,pg-primary,UPDATE,9.9,31.6,62.4,14,0
2024-03-20T02:40:00,pg-replica,SELECT,5.6,15.0,30.9,59,1
2024-03-20T02:40:00,pg-replica,INSERT,9.4,30.0,66.9,16,0
2024-03-20T02:40:00,pg-replica,UPDATE,9.2,26.7,62.4,15,0
2024-03-20T02:45:00,pg-primary,SELECT,5.1,13.0,27.8,56,0
2024-03-20T02:45:00,pg-primary,INSERT,10.7,27.1,55.2,15,0
2024-03-20T02:45:00,pg-primary,UPDATE,10.5,27.2,54.7,15,0
2024-03-20T02:45:00,pg-replica,SELECT,4.1,13.8,25.7,51,0
2024-03-20T02:45:00,pg-replica,INSERT,11.6,33.2,62.2,15,0
2024-03-20T02:45:00,pg-replica,UPDATE,12.0,31.1,69.3,15,0
2024-03-20T02:50:00,pg-primary,SELECT,5.5,18.3,32.7,65,0
2024-03-20T02:50:00,pg-primary,INSERT,8.1,21.4,44.7,16,0
2024-03-20T02:50:00,pg-primary,UPDATE,10.4,30.8,72.9,16,0
2024-03-20T02:50:00,pg-replica,SELECT,5.8,15.0,28.7,57,0
2024-03-20T02:50:00,pg-replica,INSERT,9.5,28.9,64.0,15,0
2024-03-20T02:50:00,pg-replica,UPDATE,10.4,31.7,48.9,16,0
2024-03-20T02:55:00,pg-primary,SELECT,4.2,11.7,24.0,59,0
2024-03-20T02:55:00,pg-primary,INSERT,10.8,37.3,87.0,15,0
2024-03-20T02:55:00,pg-primary,UPDATE,10.3,34.8,66.7,13,0
2024-03-20T02:55:00,pg-replica,SELECT,5.0,13.9,34.7,63,0
2024-03-20T02:55:00,pg-replica,INSERT,10.7,32.9,67.9,16,0
2024-03-20T02:55:00,pg-replica,UPDATE,8.5,22.2,44.7,15,0
2024-03-20T03:00:00,pg-primary,SELECT,4.6,12.1,18.9,55,0
2024-03-20T03:00:00,pg-primary,INSERT,10.4,28.8,55.3,16,0
2024-03-20T03:00:00,pg-primary,UPDATE,9.5,26.5,53.8,17,0
2024-03-20T03:00:00,pg-replica,SELECT,5.0,13.1,29.4,56,0
2024-03-20T03:00:00,pg-replica,INSERT,9.4,31.4,68.7,14,0
2024-03-20T03:00:00,pg-replica,UPDATE,9.8,30.3,70.3,14,0
2024-03-20T03:05:00,pg-primary,SELECT,5.0,14.5,28.8,53,0
2024-03-20T03:05:00,pg-primary,INSERT,10.5,28.5,48.1,16,0
2024-03-20T03:05:00,pg-primary,UPDATE,9.2,30.5,61.9,13,0
2024-03-20T03:05:00,pg-replica,SELECT,5.0,14.8,23.4,57,0
2024-03-20T03:05:00,pg-replica,INSERT,7.9,23.7,42.9,13,0
2024-03-20T03:05:00,pg-replica,UPDATE,11.0,36.0,66.4,14,0
2024-03-20T03:10:00,pg-primary,SELECT,4.9,16.2,27.9,62,0
2024-03-20T03:10:00,pg-primary,INSERT,10.1,26.5,41.8,16,0
2024-03-20T03:10:00,pg-primary,UPDATE,8.4,21.6,49.1,15,0
2024-03-20T03:10:00,pg-replica,SELECT,5.7,17.2,26.7,67,0
2024-03-20T03:10:00,pg-replica,INSERT,10.5,27.0,58.5,15,0
2024-03-20T03:10:00,pg-replica,UPDATE,10.6,36.0,60.7,15,0
2024-03-20T03:15:00,pg-primary,SELECT,5.2,17.3,42.3,65,0
2024-03-20T03:15:00,pg-primary,INSERT,10.6,34.3,59.8,16,0
2024-03-20T03:15:00,pg-primary,UPDATE,9.8,30.2,45.7,15,0
2024-03-20T03:15:00,pg-replica,SELECT,4.8,14.5,36.0,73,0
2024-03-20T03:15:00,pg-replica,INSERT,10.4,31.3,69.0,14,0
2024-03-20T03:15:00,pg-replica,UPDATE,7.7,20.5,38.1,16,0
2024-03-20T03:20:00,pg-primary,SELECT,5.2,14.3,23.0,63,0
2024-03-20T03:20:00,pg-primary,INSERT,10.4,34.0,74.9,16,0
2024-03-20T03:20:00,pg-primary,UPDATE,9.9,28.0,45.2,15,0
2024-03-20T03:20:00,pg-replica,SELECT,4.5,13.2,27.1,75,0
2024-03-20T03:20:00,pg-replica,INSERT,11.9,32.0,50.2,16,0
2024-03-20T03:20:00,pg-replica,UPDATE,9.7,34.0,67.8,14,0
2024-03-20T03:25:00,pg-primary,SELECT,5.3,16.8,26.7,64,0
2024-03-20T03:25:00,pg-primary,INSERT,9.6,32.9,81.6,15,0
2024-03-20T03:25:00,pg-primary,UPDATE,11.1,31.4,65.9,16,1
2024-03-20T03:25:00,pg-replica,SELECT,5.4,15.1,33.3,52,0
2024-03-20T03:25:00,pg-replica,INSERT,9.6,31.6,67.7,14,0
2024-03-20T03:25:00,pg-replica,UPDATE,9.2,27.4,48.8,14,0
2024-03-20T03:30:00,pg-primary,SELECT,4.8,13.1,26.2,58,0
2024-03-20T03:30:00,pg-primary,INSERT,10.3,26.4,57.4,15,0
2024-03-20T03:30:00,pg-primary,UPDATE,9.8,31.2,51.6,15,0
2024-03-20T03:30:00,pg-replica,SELECT,5.7,18.8,43.0,65,0
2024-03-20T03:30:00,pg-replica,INSERT,11.4,34.1,60.1,13,0
2024-03-20T03:30:00,pg-replica,UPDATE,7.6,19.3,37.3,14,0
2024-03-20T03:35:00,pg-primary,SELECT,4.7,13.4,25.1,58,0
2024-03-20T03:35:00,pg-primary,INSERT,8.1,22.8,50.3,14,0
2024-03-20T03:35:00,pg-primary,UPDATE,10.0,32.2,64.1,17,0
2024-03-20T03:35:00,pg-replica,SELECT,4.6,14.1,27.9,52,0
2024-03-20T03:35:00,pg-replica,INSERT,9.1,26.2,52.2,17,0
2024-03-20T03:35:00,pg-replica,UPDATE,8.3,23.5,35.9,18,0
2024-03-20T03:40:00,pg-primary,SELECT,5.3,15.0,33.6,72,0
2024-03-20T03:40:00,pg-primary,INSERT,9.8,27.8,51.5,16,0
2024-03-20T03:40:00,pg-primary,UPDATE,11.2,30.7,66.0,12,0
2024-03-20T03:40:00,pg-replica,SELECT,5.4,15.3,23.2,62,0
2024-03-20T03:40:00,pg-replica,INSERT,11.0,37.0,76.4,16,0
2024-03-20T03:40:00,pg-replica,UPDATE,9.6,33.3,62.6,13,0
2024-03-20T03:45:00,pg-primary,SELECT,5.4,17.9,28.7,58,0
2024-03-20T03:45:00,pg-primary,INSERT,8.3,23.6,49.8,15,0
2024-03-20T03:45:00,pg-primary,UPDATE,10.8,32.4,76.0,16,0
2024-03-20T03:45:00,pg-replica,SELECT,4.6,11.7,29.2,59,0
2024-03-20T03:45:00,pg-replica,INSERT,10.4,33.8,53.8,15,0
2024-03-20T03:45:00,pg-replica,UPDATE,9.8,32.4,63.9,15,0
2024-03-20T03:50:00,pg-primary,SELECT,5.9,18.5,33.3,62,0
2024-03-20T03:50:00,pg-primary,INSERT,9.4,27.1,57.7,15,0
2024-03-20T03:50:00,pg-primary,UPDATE,10.5,28.1,42.7,14,0
2024-03-20T03:50:00,pg-replica,SELECT,4.7,16.2,36.4,58,0
2024-03-20T03:50:00,pg-replica,INSERT,10.5,31.8,67.2,15,0
2024-03-20T03:50:00,pg-replica,UPDATE,8.7,26.3,49.1,14,0
2024-03-20T03:55:00,pg-primary,SELECT,5.2,16.7,30.0,55,0
2024-03-20T03:55:00,pg-primary,INSERT,10.2,27.5,52.6,15,0
2024-03-20T03:55:00,pg-primary,UPDATE,8.7,24.0,50.5,14,0
2024-03-20T03:55:00,pg-replica,SELECT,5.1,17.1,33.6,64,0
2024-03-20T03:55:00,pg-replica,INSERT,9.6,30.2,46.5,15,0
2024-03-20T03:55:00,pg-replica,UPDATE,9.9,31.3,52.4,18,0
2024-03-20T04:00:00,pg-primary,SELECT,4.0,11.9,18.0,62,0
2024-03-20T04:00:00,pg-primary,INSERT,8.4,28.5,54.4,13,0
2024-03-20T04:00:00,pg-primary,UPDATE,11.1,28.8,70.3,15,0
2024-03-20T04:00:00,pg-replica,SELECT,5.6,19.3,39.0,66,0
2024-03-20T04:00:00,pg-replica,INSERT,7.8,26.9,47.2,16,0
2024-03-20T04:00:00,pg-replica,UPDATE,11.3,32.0,66.7,17,0
2024-03-20T04:05:00,pg-primary,SELECT,5.5,15.1,29.1,62,0
2024-03-20T04:05:00,pg-primary,INSERT,11.1,30.5,63.6,15,0
2024-03-20T04:05:00,pg-primary,UPDATE,10.1,34.7,63.0,13,0
2024-03-20T04:05:00,pg-replica,SELECT,6.0,20.6,38.4,57,0
2024-03-20T04:05:00,pg-replica,INSERT,8.2,20.6,50.9,13,0
2024-03-20T04:05:00,pg-replica,UPDATE,8.8,27.9,63.9,12,0
2024-03-20T04:10:00,pg-primary,SELECT,5.6,15.8,38.9,53,0
2024-03-20T04:10:00,pg-primary,INSERT,11.4,38.4,72.6,17,0
2024-03-20T04:10:00,pg-primary,UPDATE,9.5,32.9,57.8,17,0
2024-03-20T04:10:00,pg-replica,SELECT,5.0,17.1,41.2,64,0
2024-03-20T04:10:00,pg-replica,INSERT,8.5,27.7,52.9,18,0
2024-03-20T04:10:00,pg-replica,UPDATE,11.1,32.8,62.8,12,0
2024-03-20T04:15:00,pg-primary,SELECT,4.3,14.6,33.9,64,0
2024-03-20T04:15:00,pg-primary,INSERT,9.1,28.1,65.1,15,0
2024-03-20T04:15:00,pg-primary,UPDATE,8.9,22.5,34.9,14,0
2024-03-20T04:15:00,pg-replica,SELECT,5.1,14.7,31.3,57,0
2024-03-20T04:15:00,pg-replica,INSERT,10.4,27.6,55.6,18,0
2024-03-20T04:15:00,pg-replica,UPDATE,10.2,32.4,74.2,12,0
2024-03-20T04:20:00,pg-primary,SELECT,5.5,17.8,31.4,56,0
2024-03-20T04:20:00,pg-primary,INSERT,10.2,29.7,50.0,14,0
2024-03-20T04:20:00,pg-primary,UPDATE,8.3,28.1,48.5,18,0
2024-03-20T04:20:00,pg-replica,SELECT,4.6,15.6,38.6,53,0
2024-03-20T04:20:00,pg-replica,INSERT,11.5,30.6,58.2,14,0
2024-03-20T04:20:00,pg-replica,UPDATE,10.8,37.3,60.3,16,0
2024-03-20T04:25:00,pg-primary,SELECT,4.5,15.3,29.9,59,0
2024-03-20T04:25:00,pg-primary,INSERT,9.9,33.1,75.6,14,0
2024-03-20T04:25:00,pg-primary,UPDATE,11.1,29.3,69.0,11,0
2024-03-20T04:25:00,pg-replica,SELECT,4.8,14.1,27.0,69,0
2024-03-20T04:25:00,pg-replica,INSERT,10.7,29.4,62.3,16,0
2024-03-20T04:25:00,pg-replica,UPDATE,9.6,24.0,39.2,13,0
2024-03-20T04:30:00,pg-primary,SELECT,5.7,18.1,40.1,57,0
2024-03-20T04:30:00,pg-primary,INSERT,10.0,25.5,46.8,16,0
2024-03-20T04:30:00,pg-primary,UPDATE,12.2,42.6,103.9,17,0
2024-03-20T04:30:00,pg-replica,SELECT,5.0,13.8,29.2,58,0
2024-03-20T04:30:00,pg-replica,INSERT,10.9,31.4,77.6,13,0
2024-03-20T04:30:00,pg-replica,UPDATE,9.9,34.0,80.9,17,0
2024-03-20T04:35:00,pg-primary,SELECT,5.3,16.1,26.5,61,0
2024-03-20T04:35:00,pg-primary,INSERT,11.4,38.0,85.5,17,0
2024-03-20T04:35:00,pg-primary,UPDATE,9.6,32.5,68.8,15,0
2024-03-20T04:35:00,pg-replica,SELECT,4.6,12.9,32.3,72,0
2024-03-20T04:35:00,pg-replica,INSERT,9.4,31.6,68.2,15,0
2024-03-20T04:35:00,pg-replica,UPDATE,10.4,26.4,46.6,16,0
2024-03-20T04:40:00,pg-primary,SELECT,4.5,15.7,38.0,65,0
2024-03-20T04:40:00,pg-primary,INSERT,9.7,29.1,68.2,13,0
2024-03-20T04:40:00,pg-primary,UPDATE,9.6,24.9,59.1,15,0
2024-03-20T04:40:00,pg-replica,SELECT,4.6,15.6,32.5,60,0
2024-03-20T04:40:00,pg-replica,INSERT,8.7,26.2,54.3,14,0
2024-03-20T04:40:00,pg-replica,UPDATE,10.2,34.5,52.6,13,0
2024-03-20T04:45:00,pg-primary,SELECT,4.3,12.5,26.1,71,0
2024-03-20T04:45:00,pg-primary,INSERT,10.2,34.1,73.6,16,0
