timestamp,device,read_mbps,write_mbps,read_iops,write_iops,util_pct,await_ms
2024-03-20T01:05:00,/dev/sda,7.4,5.2,81,60,2.7,145.35
2024-03-20T01:05:00,/dev/sdb,7.6,5.1,118,63,3.2,101.11
2024-03-20T01:10:00,/dev/sda,7.8,4.7,129,43,2.8,66.43
2024-03-20T01:10:00,/dev/sdb,6.9,5.0,84,45,3.3,119.56
2024-03-20T01:15:00,/dev/sda,8.1,5.3,158,56,3.5,49.78
2024-03-20T01:15:00,/dev/sdb,7.9,5.0,128,41,2.6,62.00
2024-03-20T01:20:00,/dev/sda,9.2,5.4,156,51,3.1,110.81
2024-03-20T01:20:00,/dev/sdb,6.0,5.0,68,71,2.5,125.45
2024-03-20T01:25:00,/dev/sda,8.8,5.2,99,45,3.3,55.31
2024-03-20T01:25:00,/dev/sdb,7.5,5.3,126,73,3.0,108.62
2024-03-20T01:30:00,/dev/sda,7.7,5.9,112,62,3.9,50.34
2024-03-20T01:30:00,/dev/sdb,7.1,4.9,76,40,2.6,144.57
2024-03-20T01:35:00,/dev/sda,6.2,5.5,104,73,2.9,70.55
2024-03-20T01:35:00,/dev/sdb,6.3,4.4,74,58,2.7,55.36
2024-03-20T01:40:00,/dev/sda,7.6,4.6,141,61,3.5,36.49
2024-03-20T01:40:00,/dev/sdb,7.2,5.2,112,71,2.7,45.77
2024-03-20T01:45:00,/dev/sda,6.6,5.0,90,60,2.8,136.54
2024-03-20T01:45:00,/dev/sdb,8.4,4.1,123,54,3.6,75.85
2024-03-20T01:50:00,/dev/sda,7.0,3.9,76,45,2.6,93.85
2024-03-20T01:50:00,/dev/sdb,7.3,5.4,129,53,3.4,81.24
2024-03-20T01:55:00,/dev/sda,5.6,5.6,94,68,2.4,57.56
2024-03-20T01:55:00,/dev/sdb,7.4,5.0,122,54,3.1,49.19
2024-03-20T02:00:00,/dev/sda,7.7,5.2,145,46,3.0,48.76
2024-03-20T02:00:00,/dev/sdb,7.7,5.5,87,76,3.1,119.61
2024-03-20T02:05:00,/dev/sda,7.3,4.6,84,59,3.4,121.25
2024-03-20T02:05:00,/dev/sdb,8.4,4.8,125,72,3.9,95.61
2024-03-20T02:10:00,/dev/sda,7.4,3.8,85,37,2.6,159.38
2024-03-20T02:10:00,/dev/sdb,8.4,5.3,141,53,3.0,71.47
2024-03-20T02:15:00,/dev/sda,7.5,5.3,148,79,3.8,110.74
2024-03-20T02:15:00,/dev/sdb,7.8,5.4,82,64,2.9,80.66
2024-03-20T02:20:00,/dev/sda,7.9,5.9,143,57,2.9,120.75
2024-03-20T02:20:00,/dev/sdb,8.0,4.5,113,48,3.4,82.26
2024-03-20T02:25:00,/dev/sda,6.3,5.2,121,62,2.6,62.60
2024-03-20T02:25:00,/dev/sdb,6.5,5.2,124,71,2.7,100.04
2024-03-20T02:30:00,/dev/sda,8.4,4.6,163,48,2.9,64.78
2024-03-20T02:30:00,/dev/sdb,6.0,5.2,84,75,2.9,88.31
2024-03-20T02:35:00,/dev/sda,7.8,5.0,94,49,2.6,90.14
2024-03-20T02:35:00,/dev/sdb,6.9,5.5,131,65,3.6,119.44
2024-03-20T02:40:00,/dev/sda,8.1,4.8,88,50,3.5,130.33
2024-03-20T02:40:00,/dev/sdb,6.7,6.1,106,65,3.6,57.68
2024-03-20T02:45:00,/dev/sda,7.8,4.7,114,70,2.7,71.77
2024-03-20T02:45:00,/dev/sdb,7.0,3.6,89,38,3.1,77.41
2024-03-20T02:50:00,/dev/sda,9.4,5.0,154,60,3.2,123.30
2024-03-20T02:50:00,/dev/sdb,8.8,4.7,114,48,3.1,131.01
2024-03-20T02:55:00,/dev/sda,13.2,212.9,162,3136,85.2,89.23
2024-03-20T02:55:00,/dev/sdb,7.4,4.8,143,66,3.5,41.51
2024-03-20T03:00:00,/dev/sda,11.3,182.3,219,1817,89.7,185.86
2024-03-20T03:00:00,/dev/sdb,7.2,6.0,103,87,3.7,62.06
2024-03-20T03:05:00,/dev/sda,13.1,207.7,196,2596,93.4,136.31
2024-03-20T03:05:00,/dev/sdb,8.4,5.1,151,72,3.8,50.48
2024-03-20T03:10:00,/dev/sda,11.2,188.5,148,1756,86.4,195.71
2024-03-20T03:10:00,/dev/sdb,7.4,4.9,130,63,3.4,109.26
2024-03-20T03:15:00,/dev/sda,11.2,208.2,185,2624,85.3,56.85
2024-03-20T03:15:00,/dev/sdb,7.8,4.8,88,48,2.9,137.59
2024-03-20T03:20:00,/dev/sda,11.5,220.9,226,2837,96.9,124.74
2024-03-20T03:20:00,/dev/sdb,6.5,4.9,70,73,3.3,63.19
2024-03-20T03:25:00,/dev/sda,12.7,196.7,225,1816,92.8,79.99
2024-03-20T03:25:00,/dev/sdb,7.3,4.0,130,42,3.1,128.31
2024-03-20T03:30:00,/dev/sda,13.9,182.8,172,1678,95.0,123.74
2024-03-20T03:30:00,/dev/sdb,7.3,4.7,112,57,2.4,74.32
2024-03-20T03:35:00,/dev/sda,6.4,5.1,121,71,3.2,50.32
2024-03-20T03:35:00,/dev/sdb,7.6,5.5,115,82,3.2,42.61
2024-03-20T03:40:00,/dev/sda,9.5,5.4,99,50,3.9,167.53
2024-03-20T03:40:00,/dev/sdb,8.1,5.4,94,76,3.2,51.68
2024-03-20T03:45:00,/dev/sda,7.1,5.0,78,63,3.6,169.49
2024-03-20T03:45:00,/dev/sdb,7.8,6.3,131,78,3.1,42.74
2024-03-20T03:50:00,/dev/sda,8.2,4.4,151,49,3.4,56.41
2024-03-20T03:50:00,/dev/sdb,8.3,4.3,123,44,3.5,52.61
2024-03-20T03:55:00,/dev/sda,8.0,6.3,97,81,3.1,154.75
2024-03-20T03:55:00,/dev/sdb,8.3,4.7,135,63,3.0,130.99
2024-03-20T04:00:00,/dev/sda,6.2,6.3,115,75,3.4,98.15
2024-03-20T04:00:00,/dev/sdb,6.9,4.1,81,60,2.6,82.78
2024-03-20T04:05:00,/dev/sda,7.9,4.4,158,41,3.3,114.08
2024-03-20T04:05:00,/dev/sdb,7.6,6.1,136,69,3.8,40.02
2024-03-20T04:10:00,/dev/sda,6.9,4.5,88,58,2.9,51.54
2024-03-20T04:10:00,/dev/sdb,7.6,5.6,100,78,3.9,122.74
2024-03-20T04:15:00,/dev/sda,7.1,4.6,72,59,2.6,96.99
2024-03-20T04:15:00,/dev/sdb,7.3,5.1,130,65,2.8,110.93
2024-03-20T04:20:00,/dev/sda,6.8,5.1,72,67,3.3,48.53
2024-03-20T04:20:00,/dev/sdb,7.1,5.6,128,81,3.4,63.87
2024-03-20T04:25:00,/dev/sda,6.4,5.3,69,64,3.4,89.79
2024-03-20T04:25:00,/dev/sdb,7.4,5.0,143,44,3.4,92.63
2024-03-20T04:30:00,/dev/sda,7.7,5.4,118,57,2.9,90.65
2024-03-20T04:30:00,/dev/sdb,7.9,5.0,99,55,2.8,43.69
2024-03-20T04:35:00,/dev/sda,6.7,4.5,74,59,2.3,81.33
2024-03-20T04:35:00,/dev/sdb,8.4,4.8,147,52,3.9,72.88
2024-03-20T04:40:00,/dev/sda,6.4,4.9,91,58,2.8,62.57
2024-03-20T04:40:00,/dev/sdb,7.9,5.5,118,47,3.5,134.94
2024-03-20T04:45:00,/dev/sda,8.2,5.5,138,45,4.1,115.92
2024-03-20T04:45:00,/dev/sdb,8.4,4.9,124,57,3.1,128.78
2024-03-20T04:50:00,/dev/sda,9.1,4.5,154,65,3.7,60.18
2024-03-20T04:50:00,/dev/sdb,7.7,5.1,137,53,2.8,130.92
2024-03-20T04:55:00,/dev/sda,6.9,4.2,113,39,2.4,41.59
2024-03-20T04:55:00,/dev/sdb,7.7,5.1,142,69,3.2,64.98
2024-03-20T05:00:00,/dev/sda,8.5,5.0,123,72,3.3,107.88
2024-03-20T05:00:00,/dev/sdb,8.3,5.0,129,54,3.1,108.64
2024-03-20T05:05:00,/dev/sda,6.8,5.2,107,63,3.5,128.89
2024-03-20T05:05:00,/dev/sdb,8.7,5.5,120,57,3.8,43.95
2024-03-20T05:10:00,/dev/sda,7.6,4.9,107,51,3.4,95.21
2024-03-20T05:10:00,/dev/sdb,8.7,5.2,172,62,3.6,115.49
2024-03-20T05:15:00,/dev/sda,7.2,5.1,117,64,2.6,104.52
2024-03-20T05:15:00,/dev/sdb,7.6,5.3,129,65,3.5,51.36
2024-03-20T05:20:00,/dev/sda,7.2,5.2,84,57,2.8,83.96
2024-03-20T05:20:00,/dev/sdb,9.0,4.9,145,71,3.6,86.25
2024-03-20T05:25:00,/dev/sda,6.9,4.8,96,70,2.8,81.41
2024-03-20T05:25:00,/dev/sdb,7.3,5.4,92,78,3.7,121.30
2024-03-20T05:30:00,/dev/sda,7.3,5.4,78,77,3.3,89.38
2024-03-20T05:30:00,/dev/sdb,8.4,4.7,147,46,3.5,121.40
2024-03-20T05:35:00,/dev/sda,7.4,5.5,90,78,3.7,68.47
2024-03-20T05:35:00,/dev/sdb,6.4,4.9,106,58,2.4,39.25
2024-03-20T05:40:00,/dev/sda,7.1,5.5,114,62,3.7,141.51
2024-03-20T05:40:00,/dev/sdb,7.0,4.5,125,52,3.3,58.88
2024-03-20T05:45:00,/dev/sda,7.5,5.2,76,75,3.3,58.80
2024-03-20T05:45:00,/dev/sdb,7.4,4.8,109,40,2.8,151.06
2024-03-20T05:50:00,/dev/sda,7.0,5.0,114,67,2.8,79.86
2024-03-20T05:50:00,/dev/sdb,6.2,4.5,70,44,2.2,86.46
2024-03-20T05:55:00,/dev/sda,6.9,5.2,133,47,3.2,90.58
2024-03-20T05:55:00,/dev/sdb,7.7,4.8,133,50,2.7,45.60
2024-03-20T06:00:00,/dev/sda,7.4,4.4,138,62,3.0,82.46
2024-03-20T06:00:00,/dev/sdb,7.9,5.6,128,78,4.0,87.25
2024-03-20T06:05:00,/dev/sda,6.3,5.4,121,66,3.4,55.69
2024-03-20T06:05:00,/dev/sdb,7.1,5.3,89,55,3.0,54.02
2024-03-20T06:10:00,/dev/sda,7.7,5.6,105,80,3.0,55.72
2024-03-20T06:10:00,/dev/sdb,7.7,4.7,129,42,3.6,57.61
2024-03-20T06:15:00,/dev/sda,7.0,5.1,99,64,2.4,63.06
2024-03-20T06:15:00,/dev/sdb,6.6,5.2,99,67,3.3,77.75
2024-03-20T06:20:00,/dev/sda,8.1,4.2,84,56,3.7,129.37
2024-03-20T06:20:00,/dev/sdb,7.1,4.0,112,40,3.0,142.15
2024-03-20T06:25:00,/dev/sda,8.3,5.7,90,73,3.5,157.96
2024-03-20T06:25:00,/dev/sdb,8.0,5.2,160,52,3.7,36.50
2024-03-20T06:30:00,/dev/sda,7.7,5.9,141,86,2.9,102.93
2024-03-20T06:30:00,/dev/sdb,7.0,4.7,98,44,3.2,132.46
2024-03-20T06:35:00,/dev/sda,7.5,4.2,90,37,3.5,131.65
2024-03-20T06:35:00,/dev/sdb,7.5,5.3,86,57,3.8,74.01
2024-03-20T06:40:00,/dev/sda,7.9,4.7,96,46,3.1,53.31
2024-03-20T06:40:00,/dev/sdb,7.1,4.3,101,48,3.3,39.35
2024-03-20T06:45:00,/dev/sda,7.8,4.8,115,59,3.4,70.36
2024-03-20T06:45:00,/dev/sdb,7.7,4.9,98,52,2.6,160.31
2024-03-20T06:50:00,/dev/sda,7.8,5.3,123,71,3.7,50.98
2024-03-20T06:50:00,/dev/sdb,8.1,5.1,155,69,2.7,77.04
2024-03-20T06:55:00,/dev/sda,5.7,5.3,103,73,3.1,117.86
2024-03-20T06:55:00,/dev/sdb,8.3,5.1,97,46,3.7,87.84
2024-03-20T07:00:00,/dev/sda,30.8,19.5,558,255,14.7,54.95
2024-03-20T07:00:00,/dev/sdb,32.5,18.5,577,161,14.9,101.08
2024-03-20T07:05:00,/dev/sda,29.0,18.4,366,160,13.2,126.13
2024-03-20T07:05:00,/dev/sdb,34.4,16.5,362,174,13.0,124.23
2024-03-20T07:10:00,/dev/sda,31.5,19.4,529,241,11.9,119.70
2024-03-20T07:10:00,/dev/sdb,31.6,20.5,505,279,13.5,101.76
2024-03-20T07:15:00,/dev/sda,26.2,22.2,336,217,12.1,140.85
2024-03-20T07:15:00,/dev/sdb,33.3,19.2,541,215,14.5,42.68
2024-03-20T07:20:00,/dev/sda,30.6,21.0,332,175,13.1,198.25
2024-03-20T07:20:00,/dev/sdb,34.5,20.8,683,247,15.5,95.90
2024-03-20T07:25:00,/dev/sda,36.4,21.4,718,182,16.5,115.05
2024-03-20T07:25:00,/dev/sdb,25.4,20.3,457,295,11.9,62.55
2024-03-20T07:30:00,/dev/sda,26.4,18.5,331,194,11.7,137.23
2024-03-20T07:30:00,/dev/sdb,31.2,19.4,343,179,14.7,185.64
2024-03-20T07:35:00,/dev/sda,30.0,18.5,467,171,9.8,135.58
2024-03-20T07:35:00,/dev/sdb,30.9,20.8,363,265,13.9,73.27
2024-03-20T07:40:00,/dev/sda,32.1,18.6,629,268,13.9,28.43
2024-03-20T07:40:00,/dev/sdb,28.1,19.7,555,198,11.7,117.81
2024-03-20T07:45:00,/dev/sda,33.5,20.3,509,234,13.9,72.07
2024-03-20T07:45:00,/dev/sdb,29.9,20.4,349,286,13.2,84.50
2024-03-20T07:50:00,/dev/sda,27.2,19.9,439,281,10.3,99.68
2024-03-20T07:50:00,/dev/sdb,25.8,20.1,491,216,12.1,52.75
2024-03-20T07:55:00,/dev/sda,33.8,19.1,445,184,11.6,158.29
2024-03-20T07:55:00,/dev/sdb,24.7,20.6,287,216,9.8,101.53
2024-03-20T08:00:00,/dev/sda,32.1,18.8,348,257,10.9,124.66
2024-03-20T08:00:00,/dev/sdb,23.8,18.0,274,180,8.7,173.66
2024-03-20T08:05:00,/dev/sda,34.9,19.0,426,173,12.5,147.64
2024-03-20T08:05:00,/dev/sdb,29.1,18.1,418,203,12.8,55.55
2024-03-20T08:10:00,/dev/sda,25.3,22.0,436,279,14.0,37.37
2024-03-20T08:10:00,/dev/sdb,28.1,21.3,353,247,13.1,109.07
2024-03-20T08:15:00,/dev/sda,31.7,20.8,351,261,14.5,48.05
2024-03-20T08:15:00,/dev/sdb,29.5,22.4,546,290,11.2,107.37
2024-03-20T08:20:00,/dev/sda,35.1,22.0,384,303,15.9,87.86
2024-03-20T08:20:00,/dev/sdb,28.7,22.8,541,296,13.1,111.11
2024-03-20T08:25:00,/dev/sda,26.4,19.3,526,195,9.2,104.39
2024-03-20T08:25:00,/dev/sdb,32.1,21.1,499,178,12.3,75.34
2024-03-20T08:30:00,/dev/sda,33.8,22.8,338,310,12.3,165.37
2024-03-20T08:30:00,/dev/sdb,33.0,18.8,541,214,14.7,87.98
2024-03-20T08:35:00,/dev/sda,31.2,15.0,512,150,13.3,113.52
2024-03-20T08:35:00,/dev/sdb,30.2,19.0,434,169,11.3,62.89
2024-03-20T08:40:00,/dev/sda,26.3,18.0,378,162,9.2,63.52
2024-03-20T08:40:00,/dev/sdb,29.6,20.7,380,254,12.7,134.29
2024-03-20T08:45:00,/dev/sda,33.7,22.1,653,319,14.3,102.96
2024-03-20T08:45:00,/dev/sdb,30.9,19.4,575,215,14.2,70.50
2024-03-20T08:50:00,/dev/sda,23.6,16.5,302,212,8.4,57.91
2024-03-20T08:50:00,/dev/sdb,29.5,19.1,458,160,14.0,89.17
2024-03-20T08:55:00,/dev/sda,34.5,20.4,403,164,11.0,184.54
2024-03-20T08:55:00,/dev/sdb,30.0,17.5,357,189,13.6,43.96
2024-03-20T09:00:00,/dev/sda,28.2,18.7,333,181,11.9,77.75
2024-03-20T09:00:00,/dev/sdb,28.2,15.5,439,141,10.6,129.30
2024-03-20T09:05:00,/dev/sda,32.5,23.1,574,194,13.6,94.01
2024-03-20T09:05:00,/dev/sdb,24.9,21.5,438,313,13.3,47.40
2024-03-20T09:10:00,/dev/sda,24.1,18.6,453,214,12.3,96.54
2024-03-20T09:10:00,/dev/sdb,31.5,19.1,572,207,13.9,81.76
2024-03-20T09:15:00,/dev/sda,25.9,16.9,508,243,11.8,94.05
2024-03-20T09:15:00,/dev/sdb,31.5,22.0,393,261,15.8,54.23
2024-03-20T09:20:00,/dev/sda,31.9,19.8,531,268,11.4,54.26
2024-03-20T09:20:00,/dev/sdb,28.9,19.4,446,224,14.4,73.88
2024-03-20T09:25:00,/dev/sda,31.9,23.0,551,194,13.6,115.07
2024-03-20T09:25:00,/dev/sdb,30.6,15.3,312,224,11.4,92.30
2024-03-20T09:30:00,/dev/sda,28.2,18.3,459,194,12.0,36.27
2024-03-20T09:30:00,/dev/sdb,33.0,18.5,363,233,11.7,143.08
2024-03-20T09:35:00,/dev/sda,27.6,18.5,398,201,11.3,96.44
2024-03-20T09:35:00,/dev/sdb,36.1,23.4,512,327,15.7,92.99
2024-03-20T09:40:00,/dev/sda,28.7,22.8,338,290,15.4,142.02
2024-03-20T09:40:00,/dev/sdb,31.7,21.6,434,317,12.8,76.44
2024-03-20T09:45:00,/dev/sda,32.9,23.5,518,204,13.1,63.03
2024-03-20T09:45:00,/dev/sdb,27.0,18.2,511,166,10.5,93.72
2024-03-20T09:50:00,/dev/sda,28.0,17.5,282,195,10.5,67.23
2024-03-20T09:50:00,/dev/sdb,30.4,19.7,386,223,13.8,92.03
2024-03-20T09:55:00,/dev/sda,21.4,16.3,227,181,9.9,113.39
2024-03-20T09:55:00,/dev/sdb,26.5,19.0,422,193,12.2,65.23
2024-03-20T10:00:00,/dev/sda,27.5,22.2,432,241,10.3,93.37
2024-03-20T10:00:00,/dev/sdb,31.8,16.6,587,146,11.9,61.63
2024-03-20T10:05:00,/dev/sda,23.0,21.2,310,229,11.4,140.77
2024-03-20T10:05:00,/dev/sdb,32.3,21.2,574,249,12.1,63.36
2024-03-20T10:10:00,/dev/sda,30.5,18.8,500,257,14.2,64.51
2024-03-20T10:10:00,/dev/sdb,32.7,23.3,650,214,12.0,77.13
2024-03-20T10:15:00,/dev/sda,28.0,21.0,449,177,13.9,60.21
2024-03-20T10:15:00,/dev/sdb,27.8,19.7,422,263,9.5,125.66
2024-03-20T10:20:00,/dev/sda,28.3,19.4,471,161,11.8,113.24
2024-03-20T10:20:00,/dev/sdb,27.9,19.6,444,222,13.5,115.09
2024-03-20T10:25:00,/dev/sda,32.2,21.1,639,204,11.5,122.77
2024-03-20T10:25:00,/dev/sdb,31.6,15.7,331,149,12.7,155.75
2024-03-20T10:30:00,/dev/sda,30.2,18.0,481,253,12.5,96.32
2024-03-20T10:30:00,/dev/sdb,37.8,20.6,514,207,14.9,133.86
2024-03-20T10:35:00,/dev/sda,31.2,22.0,480,306,15.9,77.61
2024-03-20T10:35:00,/dev/sdb,26.8,19.0,396,248,9.2,48.14
2024-03-20T10:40:00,/dev/sda,26.9,20.4,443,168,10.0,125.93
2024-03-20T10:40:00,/dev/sdb,24.4,21.8,273,210,13.5,91.20
2024-03-20T10:45:00,/dev/sda,31.6,19.8,504,164,12.8,115.18
2024-03-20T10:45:00,/dev/sdb,33.7,19.3,650,265,12.6,55.10
2024-03-20T10:50:00,/dev/sda,31.6,20.3,562,179,15.1,99.23
2024-03-20T10:50:00,/dev/sdb,26.9,20.9,353,229,10.4,156.40
2024-03-20T10:55:00,/dev/sda,31.7,22.5,423,214,14.3,126.93
2024-03-20T10:55:00,/dev/sdb,29.3,20.2,439,229,11.8,97.09
2024-03-20T11:00:00,/dev/sda,40.2,25.5,642,311,15.3,44.42
2024-03-20T11:00:00,/dev/sdb,43.0,26.0,527,209,19.5,183.19
2024-03-20T11:05:00,/dev/sda,40.1,32.1,488,294,20.4,170.61
2024-03-20T11:05:00,/dev/sdb,48.1,29.3,670,370,22.8,141.08
2024-03-20T11:10:00,/dev/sda,47.7,29.6,702,428,20.4,99.16
2024-03-20T11:10:00,/dev/sdb,39.3,28.1,696,331,17.2,57.09
2024-03-20T11:15:00,/dev/sda,39.6,29.8,663,354,15.1,93.91
2024-03-20T11:15:00,/dev/sdb,39.5,31.7,532,412,16.5,83.69
2024-03-20T11:20:00,/dev/sda,45.3,27.4,620,235,15.0,85.36
2024-03-20T11:20:00,/dev/sdb,49.3,29.5,517,300,16.5,113.22
2024-03-20T11:25:00,/dev/sda,40.0,30.7,706,383,16.7,46.22
2024-03-20T11:25:00,/dev/sdb,36.9,29.1,644,381,13.9,108.40
2024-03-20T11:30:00,/dev/sda,37.9,28.4,492,387,17.0,60.20
2024-03-20T11:30:00,/dev/sdb,39.5,33.6,475,347,18.2,115.67
2024-03-20T11:35:00,/dev/sda,42.0,29.2,512,250,19.8,143.17
2024-03-20T11:35:00,/dev/sdb,42.0,31.7,806,472,17.9,32.10
2024-03-20T11:40:00,/dev/sda,36.6,28.3,430,408,13.4,131.08
2024-03-20T11:40:00,/dev/sdb,37.0,28.2,373,388,15.9,83.29
2024-03-20T11:45:00,/dev/sda,44.1,28.4,637,288,16.9,116.87
2024-03-20T11:45:00,/dev/sdb,47.7,25.8,707,351,18.4,45.27
2024-03-20T11:50:00,/dev/sda,39.8,27.2,567,309,15.4,138.02
2024-03-20T11:50:00,/dev/sdb,34.9,27.9,503,297,13.6,134.40
2024-03-20T11:55:00,/dev/sda,40.3,27.2,529,258,16.2,118.69
2024-03-20T11:55:00,/dev/sdb,33.9,25.1,552,276,17.5,72.07
2024-03-20T12:00:00,/dev/sda,47.2,32.1,845,412,16.7,81.93
2024-03-20T12:00:00,/dev/sdb,46.8,33.7,739,395,18.0,134.72
2024-03-20T12:05:00,/dev/sda,51.7,33.0,881,389,20.4,85.57
2024-03-20T12:05:00,/dev/sdb,55.1,33.8,714,336,26.1,141.02
2024-03-20T12:10:00,/dev/sda,49.9,40.6,949,515,24.7,84.96
2024-03-20T12:10:00,/dev/sdb,46.3,36.7,868,505,24.0,59.97
2024-03-20T12:15:00,/dev/sda,51.3,31.9,780,466,22.8,117.78
2024-03-20T12:15:00,/dev/sdb,55.3,35.6,797,430,24.8,104.72
2024-03-20T12:20:00,/dev/sda,60.6,30.9,1114,425,21.0,77.94
2024-03-20T12:20:00,/dev/sdb,45.2,29.1,656,250,15.0,81.42
2024-03-20T12:25:00,/dev/sda,48.6,33.6,956,486,23.1,96.05
2024-03-20T12:25:00,/dev/sdb,53.5,32.7,800,462,21.8,74.23
2024-03-20T12:30:00,/dev/sda,50.3,34.8,869,434,18.8,81.96
2024-03-20T12:30:00,/dev/sdb,52.6,28.2,586,242,18.2,193.18
2024-03-20T12:35:00,/dev/sda,46.0,35.2,586,508,20.9,135.92
2024-03-20T12:35:00,/dev/sdb,61.8,35.9,1023,505,27.8,86.87
2024-03-20T12:40:00,/dev/sda,58.1,29.5,840,356,20.8,52.91
2024-03-20T12:40:00,/dev/sdb,60.2,28.9,954,276,24.9,45.93
2024-03-20T12:45:00,/dev/sda,54.7,32.3,823,429,24.0,83.24
2024-03-20T12:45:00,/dev/sdb,52.4,29.0,875,272,21.8,37.64
2024-03-20T12:50:00,/dev/sda,52.4,33.2,650,402,17.2,157.71
2024-03-20T12:50:00,/dev/sdb,42.4,33.6,842,341,20.1,62.50
2024-03-20T12:55:00,/dev/sda,58.6,38.9,611,327,24.7,180.80
2024-03-20T12:55:00,/dev/sdb,55.5,28.4,954,236,19.5,128.38
2024-03-20T13:00:00,/dev/sda,58.8,47.4,710,403,24.9,147.65
2024-03-20T13:00:00,/dev/sdb,63.5,36.5,876,395,29.2,48.67
2024-03-20T13:05:00,/dev/sda,59.1,36.6,946,439,21.2,59.69
2024-03-20T13:05:00,/dev/sdb,54.7,36.8,890,435,27.2,135.75
2024-03-20T13:10:00,/dev/sda,65.4,37.5,894,552,25.2,61.93
2024-03-20T13:10:00,/dev/sdb,54.6,34.6,995,335,22.2,52.28
2024-03-20T13:15:00,/dev/sda,54.6,48.1,601,483,24.6,143.87
2024-03-20T13:15:00,/dev/sdb,65.0,41.8,981,405,26.6,91.42
2024-03-20T13:20:00,/dev/sda,66.6,37.1,947,496,24.7,36.45
2024-03-20T13:20:00,/dev/sdb,66.3,39.4,1008,420,23.8,44.64
2024-03-20T13:25:00,/dev/sda,60.0,37.1,621,324,29.1,122.56
2024-03-20T13:25:00,/dev/sdb,70.1,39.4,845,462,30.9,157.34
2024-03-20T13:30:00,/dev/sda,57.7,43.0,1140,633,20.5,85.37
2024-03-20T13:30:00,/dev/sdb,58.6,40.6,1161,327,21.3,75.31
2024-03-20T13:35:00,/dev/sda,49.1,45.7,741,399,25.0,126.03
2024-03-20T13:35:00,/dev/sdb,54.6,42.7,862,518,27.2,133.18
2024-03-20T13:40:00,/dev/sda,54.6,38.8,571,444,21.1,150.32
2024-03-20T13:40:00,/dev/sdb,72.5,37.2,1179,477,22.0,50.34
2024-03-20T13:45:00,/dev/sda,51.3,41.0,656,504,22.7,71.97
2024-03-20T13:45:00,/dev/sdb,55.1,50.7,613,657,30.0,137.58
2024-03-20T13:50:00,/dev/sda,49.1,39.2,558,448,21.7,160.84
2024-03-20T13:50:00,/dev/sdb,77.9,42.7,1407,628,36.0,99.73
2024-03-20T13:55:00,/dev/sda,62.4,33.3,1136,448,26.5,33.41
2024-03-20T13:55:00,/dev/sdb,60.4,43.9,908,511,21.5,91.07
2024-03-20T14:00:00,/dev/sda,61.8,44.5,1081,655,23.6,52.13
2024-03-20T14:00:00,/dev/sdb,59.3,50.4,860,695,23.0,111.17
2024-03-20T14:05:00,/dev/sda,61.4,42.0,683,616,22.7,138.40
2024-03-20T14:05:00,/dev/sdb,81.7,37.3,969,332,25.4,82.03
2024-03-20T14:10:00,/dev/sda,69.9,47.1,883,593,25.4,143.17
2024-03-20T14:10:00,/dev/sdb,76.4,42.1,1318,442,29.2,34.42
2024-03-20T14:15:00,/dev/sda,69.1,44.3,730,568,30.5,153.56
