timestamp,interface,rx_mbps,tx_mbps,rx_packets_k,tx_packets_k,errors,drops
2024-03-20T01:20:00,eth1,8.7,4.1,0.9,0.4,0,0
2024-03-20T01:25:00,eth0,12.4,4.1,1.3,0.4,2,0
2024-03-20T01:25:00,eth1,14.0,5.3,1.4,0.5,0,0
2024-03-20T01:30:00,eth0,9.3,4.3,1.0,0.5,0,0
2024-03-20T01:30:00,eth1,11.3,4.5,1.2,0.5,0,0
2024-03-20T01:35:00,eth0,10.9,5.1,1.0,0.5,0,0
2024-03-20T01:35:00,eth1,10.0,3.3,1.1,0.3,0,0
2024-03-20T01:40:00,eth0,10.1,3.0,0.9,0.3,0,0
2024-03-20T01:40:00,eth1,10.4,5.0,1.0,0.5,0,0
2024-03-20T01:45:00,eth0,10.9,3.3,1.2,0.4,0,0
2024-03-20T01:45:00,eth1,9.9,3.3,1.1,0.3,0,0
2024-03-20T01:50:00,eth0,8.7,3.2,0.9,0.4,0,0
2024-03-20T01:50:00,eth1,12.0,5.8,1.3,0.6,0,0
2024-03-20T01:55:00,eth0,9.0,3.6,0.8,0.4,0,0
2024-03-20T01:55:00,eth1,7.8,2.4,0.8,0.2,0,0
2024-03-20T02:00:00,eth0,9.8,4.8,0.9,0.5,0,0
2024-03-20T02:00:00,eth1,8.5,2.9,0.9,0.3,0,0
2024-03-20T02:05:00,eth0,12.1,4.8,1.2,0.5,0,0
2024-03-20T02:05:00,eth1,9.0,3.1,0.9,0.4,0,0
2024-03-20T02:10:00,eth0,10.5,4.0,1.0,0.4,0,0
2024-03-20T02:10:00,eth1,9.8,3.7,0.9,0.4,0,0
2024-03-20T02:15:00,eth0,9.2,3.5,0.8,0.3,0,0
2024-03-20T02:15:00,eth1,10.6,4.5,1.1,0.5,0,0
2024-03-20T02:20:00,eth0,9.9,3.8,1.2,0.4,0,0
2024-03-20T02:20:00,eth1,9.1,3.0,0.8,0.3,3,0
2024-03-20T02:25:00,eth0,8.5,3.9,0.8,0.4,3,0
2024-03-20T02:25:00,eth1,11.7,3.6,1.2,0.4,0,0
2024-03-20T02:30:00,eth0,10.3,3.9,1.2,0.3,0,0
2024-03-20T02:30:00,eth1,10.9,4.4,1.2,0.4,0,0
2024-03-20T02:35:00,eth0,9.9,4.3,0.8,0.5,0,0
2024-03-20T02:35:00,eth1,12.2,5.7,1.3,0.6,0,0
2024-03-20T02:40:00,eth0,8.8,3.9,0.8,0.4,0,0
2024-03-20T02:40:00,eth1,9.9,3.6,0.9,0.3,0,0
2024-03-20T02:45:00,eth0,11.8,3.8,1.0,0.4,0,0
2024-03-20T02:45:00,eth1,11.0,5.0,1.2,0.5,0,0
2024-03-20T02:50:00,eth0,11.5,5.6,1.2,0.6,0,0
2024-03-20T02:50:00,eth1,11.5,4.5,0.9,0.4,0,0
2024-03-20T02:55:00,eth0,12.9,4.5,1.1,0.5,0,0
2024-03-20T02:55:00,eth1,10.6,4.7,1.0,0.4,0,0
2024-03-20T03:00:00,eth0,8.8,4.3,0.9,0.5,2,0
2024-03-20T03:00:00,eth1,10.6,4.1,1.1,0.5,0,0
2024-03-20T03:05:00,eth0,10.1,5.0,1.2,0.5,0,0
2024-03-20T03:05:00,eth1,12.0,5.1,1.3,0.6,0,2
2024-03-20T03:10:00,eth0,10.5,3.6,0.9,0.4,0,0
2024-03-20T03:10:00,eth1,6.1,2.2,0.6,0.2,0,0
2024-03-20T03:15:00,eth0,10.8,4.8,0.9,0.6,0,0
2024-03-20T03:15:00,eth1,12.4,6.2,1.2,0.6,5,0
2024-03-20T03:20:00,eth0,10.4,5.0,1.2,0.6,0,0
2024-03-20T03:20:00,eth1,8.4,3.0,0.9,0.3,0,0
2024-03-20T03:25:00,eth0,11.1,5.3,1.0,0.5,0,0
2024-03-20T03:25:00,eth1,10.3,5.0,1.0,0.5,0,0
2024-03-20T03:30:00,eth0,10.4,4.8,1.1,0.5,0,0
2024-03-20T03:30:00,eth1,8.9,4.1,0.9,0.4,0,0
2024-03-20T03:35:00,eth0,11.0,4.8,1.0,0.4,0,0
2024-03-20T03:35:00,eth1,9.9,4.1,0.9,0.4,0,0
2024-03-20T03:40:00,eth0,11.9,5.8,1.0,0.5,0,0
2024-03-20T03:40:00,eth1,11.0,4.8,1.2,0.5,0,0
2024-03-20T03:45:00,eth0,10.4,5.0,1.0,0.5,0,0
2024-03-20T03:45:00,eth1,10.6,5.3,1.2,0.6,2,0
2024-03-20T03:50:00,eth0,10.3,3.7,0.9,0.4,0,0
2024-03-20T03:50:00,eth1,7.5,3.5,0.8,0.4,0,0
2024-03-20T03:55:00,eth0,10.3,3.3,0.9,0.4,0,0
2024-03-20T03:55:00,eth1,8.6,2.6,1.0,0.3,0,0
2024-03-20T04:00:00,eth0,10.8,3.6,1.2,0.4,0,0
2024-03-20T04:00:00,eth1,10.3,4.4,0.8,0.5,0,0
2024-03-20T04:05:00,eth0,10.9,4.2,0.9,0.4,0,0
2024-03-20T04:05:00,eth1,7.6,3.3,0.9,0.4,0,0
2024-03-20T04:10:00,eth0,10.4,4.1,1.0,0.4,0,0
2024-03-20T04:10:00,eth1,8.1,2.7,0.8,0.2,0,0
2024-03-20T04:15:00,eth0,8.7,2.6,0.8,0.3,0,0
2024-03-20T04:15:00,eth1,12.1,4.9,1.3,0.5,0,0
2024-03-20T04:20:00,eth0,7.6,2.5,0.9,0.3,0,0
2024-03-20T04:20:00,eth1,9.2,3.7,0.9,0.3,0,0
2024-03-20T04:25:00,eth0,7.3,3.2,0.8,0.4,0,0
2024-03-20T04:25:00,eth1,5.4,2.7,0.6,0.3,0,0
2024-03-20T04:30:00,eth0,9.7,3.5,0.8,0.3,0,0
2024-03-20T04:30:00,eth1,10.2,4.3,0.9,0.4,0,0
2024-03-20T04:35:00,eth0,9.7,4.0,1.0,0.3,3,0
2024-03-20T04:35:00,eth1,10.7,4.4,1.1,0.5,0,0
2024-03-20T04:40:00,eth0,8.0,2.9,0.8,0.3,0,0
2024-03-20T04:40:00,eth1,8.9,2.8,1.0,0.3,0,0
2024-03-20T04:45:00,eth0,10.5,5.2,1.1,0.4,0,0
2024-03-20T04:45:00,eth1,10.2,3.8,1.0,0.3,0,0
2024-03-20T04:50:00,eth0,10.2,3.4,1.1,0.3,0,0
2024-03-20T04:50:00,eth1,9.4,2.9,0.8,0.3,0,0
2024-03-20T04:55:00,eth0,11.2,5.6,0.9,0.6,0,0
2024-03-20T04:55:00,eth1,8.6,3.9,0.8,0.4,0,0
2024-03-20T05:00:00,eth0,9.5,3.9,0.9,0.4,0,0
2024-03-20T05:00:00,eth1,9.1,3.3,0.8,0.4,0,0
2024-03-20T05:05:00,eth0,9.0,4.4,0.9,0.4,0,0
2024-03-20T05:05:00,eth1,8.6,2.9,0.9,0.2,0,0
2024-03-20T05:10:00,eth0,15.2,6.8,1.7,0.7,0,0
2024-03-20T05:10:00,eth1,11.3,5.6,1.2,0.6,0,0
2024-03-20T05:15:00,eth0,10.7,3.7,0.9,0.4,0,0
2024-03-20T05:15:00,eth1,10.1,3.7,1.0,0.4,0,0
2024-03-20T05:20:00,eth0,10.6,3.6,1.0,0.4,0,0
2024-03-20T05:20:00,eth1,12.0,4.8,1.4,0.5,0,0
2024-03-20T05:25:00,eth0,11.4,5.3,1.3,0.5,0,0
2024-03-20T05:25:00,eth1,12.2,4.4,1.1,0.4,0,0
2024-03-20T05:30:00,eth0,10.0,3.9,0.9,0.3,0,0
2024-03-20T05:30:00,eth1,9.5,4.4,1.1,0.4,0,0
2024-03-20T05:35:00,eth0,11.7,5.0,1.1,0.6,0,0
2024-03-20T05:35:00,eth1,11.9,3.9,1.1,0.4,0,0
2024-03-20T05:40:00,eth0,11.2,4.0,1.1,0.3,0,0
2024-03-20T05:40:00,eth1,8.6,4.1,0.8,0.4,0,0
2024-03-20T05:45:00,eth0,11.2,5.4,1.3,0.6,0,1
2024-03-20T05:45:00,eth1,8.5,3.1,0.9,0.3,0,1
2024-03-20T05:50:00,eth0,10.9,4.9,1.1,0.5,0,0
2024-03-20T05:50:00,eth1,12.3,4.7,1.4,0.5,0,0
2024-03-20T05:55:00,eth0,9.0,3.1,0.7,0.3,0,0
2024-03-20T05:55:00,eth1,10.2,3.7,0.9,0.4,1,0
2024-03-20T06:00:00,eth0,10.9,5.1,1.0,0.5,0,0
2024-03-20T06:00:00,eth1,9.3,4.1,1.1,0.4,0,0
2024-03-20T06:05:00,eth0,10.1,3.6,1.2,0.3,0,0
2024-03-20T06:05:00,eth1,10.7,5.1,1.2,0.4,0,0
2024-03-20T06:10:00,eth0,10.9,4.6,1.2,0.5,0,0
2024-03-20T06:10:00,eth1,10.6,3.8,0.9,0.4,0,0
2024-03-20T06:15:00,eth0,5.3,2.4,0.6,0.2,0,0
2024-03-20T06:15:00,eth1,10.3,4.3,0.8,0.5,0,0
2024-03-20T06:20:00,eth0,9.2,4.1,1.1,0.4,0,0
2024-03-20T06:20:00,eth1,9.7,4.5,0.9,0.4,0,0
2024-03-20T06:25:00,eth0,10.4,3.2,1.0,0.3,2,0
2024-03-20T06:25:00,eth1,11.2,5.0,1.2,0.6,0,0
2024-03-20T06:30:00,eth0,10.4,3.9,0.9,0.3,0,0
2024-03-20T06:30:00,eth1,9.2,3.5,0.8,0.3,0,0
2024-03-20T06:35:00,eth0,7.9,2.6,0.9,0.3,0,0
2024-03-20T06:35:00,eth1,10.9,5.2,1.1,0.6,0,0
2024-03-20T06:40:00,eth0,7.3,3.1,0.8,0.3,0,0
2024-03-20T06:40:00,eth1,10.8,5.1,1.1,0.5,0,0
2024-03-20T06:45:00,eth0,10.9,3.7,1.0,0.4,0,0
2024-03-20T06:45:00,eth1,7.3,3.0,0.8,0.3,0,0
2024-03-20T06:50:00,eth0,7.1,2.9,0.7,0.3,0,0
2024-03-20T06:50:00,eth1,9.4,2.9,0.8,0.3,0,0
2024-03-20T06:55:00,eth0,12.8,5.2,1.1,0.5,0,0
2024-03-20T06:55:00,eth1,10.9,3.5,1.0,0.4,0,0
2024-03-20T07:00:00,eth0,35.7,11.7,4.0,1.3,0,0
2024-03-20T07:00:00,eth1,50.9,19.8,4.9,2.1,0,0
2024-03-20T07:05:00,eth0,39.0,19.4,3.6,1.6,1,0
2024-03-20T07:05:00,eth1,52.8,23.1,6.0,2.5,0,0
2024-03-20T07:10:00,eth0,49.5,15.6,5.3,1.6,0,0
2024-03-20T07:10:00,eth1,39.3,18.8,4.2,1.6,0,0
2024-03-20T07:15:00,eth0,54.2,20.1,5.2,1.7,0,0
2024-03-20T07:15:00,eth1,50.7,22.8,4.6,1.9,0,0
2024-03-20T07:20:00,eth0,42.4,16.9,4.9,1.4,0,0
2024-03-20T07:20:00,eth1,46.1,18.4,5.1,1.7,0,0
2024-03-20T07:25:00,eth0,47.8,14.8,5.1,1.7,0,0
2024-03-20T07:25:00,eth1,50.5,16.0,5.5,1.5,0,0
2024-03-20T07:30:00,eth0,55.5,25.5,5.6,3.1,0,0
2024-03-20T07:30:00,eth1,55.4,20.1,4.8,2.1,0,0
2024-03-20T07:35:00,eth0,58.2,22.2,5.2,2.3,0,0
2024-03-20T07:35:00,eth1,52.1,19.3,6.2,2.1,0,0
2024-03-20T07:40:00,eth0,55.7,18.1,4.6,2.0,0,0
2024-03-20T07:40:00,eth1,42.8,15.0,4.3,1.7,0,0
2024-03-20T07:45:00,eth0,49.1,24.2,5.2,2.5,0,0
2024-03-20T07:45:00,eth1,62.2,21.7,5.5,2.4,0,0
2024-03-20T07:50:00,eth0,45.5,19.8,3.9,1.9,0,0
2024-03-20T07:50:00,eth1,53.3,21.5,5.6,2.3,0,0
2024-03-20T07:55:00,eth0,65.3,29.5,5.6,3.2,0,0
2024-03-20T07:55:00,eth1,52.0,16.7,6.2,1.5,0,0
2024-03-20T08:00:00,eth0,36.0,15.4,3.1,1.8,0,0
2024-03-20T08:00:00,eth1,61.5,29.2,5.4,3.3,0,0
2024-03-20T08:05:00,eth0,45.4,15.3,5.2,1.7,0,0
2024-03-20T08:05:00,eth1,48.7,17.6,5.4,2.0,0,0
2024-03-20T08:10:00,eth0,33.6,10.2,3.0,0.9,0,0
2024-03-20T08:10:00,eth1,46.8,18.9,5.3,1.7,0,0
2024-03-20T08:15:00,eth0,41.1,17.9,3.8,1.6,0,0
2024-03-20T08:15:00,eth1,42.6,15.3,3.8,1.4,0,0
2024-03-20T08:20:00,eth0,53.1,22.2,6.1,1.9,0,0
2024-03-20T08:20:00,eth1,58.6,27.0,4.9,2.9,0,0
2024-03-20T08:25:00,eth0,52.8,16.3,6.3,1.5,0,0
2024-03-20T08:25:00,eth1,47.3,18.9,4.0,2.0,0,0
2024-03-20T08:30:00,eth0,48.3,15.2,4.0,1.7,0,0
2024-03-20T08:30:00,eth1,51.1,25.2,6.1,2.1,0,0
2024-03-20T08:35:00,eth0,52.2,21.1,4.2,2.5,0,0
2024-03-20T08:35:00,eth1,38.2,17.7,4.0,1.6,0,0
2024-03-20T08:40:00,eth0,54.8,16.6,5.9,1.5,0,0
2024-03-20T08:40:00,eth1,42.2,18.8,4.8,2.0,0,0
2024-03-20T08:45:00,eth0,63.4,27.7,6.1,2.9,0,0
2024-03-20T08:45:00,eth1,42.2,13.3,4.4,1.5,0,0
2024-03-20T08:50:00,eth0,46.8,16.8,4.2,1.7,0,0
2024-03-20T08:50:00,eth1,48.4,15.9,5.8,1.4,0,0
2024-03-20T08:55:00,eth0,52.2,17.2,4.7,1.6,0,0
2024-03-20T08:55:00,eth1,59.9,21.0,4.9,2.3,0,0
2024-03-20T09:00:00,eth0,32.6,10.1,3.1,0.8,0,0
2024-03-20T09:00:00,eth1,46.0,22.4,4.5,2.7,0,0
2024-03-20T09:05:00,eth0,60.2,23.2,6.9,2.7,0,0
2024-03-20T09:05:00,eth1,57.0,17.7,6.6,1.7,0,0
2024-03-20T09:10:00,eth0,55.3,20.9,5.9,1.7,0,0
2024-03-20T09:10:00,eth1,38.4,18.9,4.3,1.7,0,0
2024-03-20T09:15:00,eth0,41.4,16.0,3.5,1.7,0,0
2024-03-20T09:15:00,eth1,54.0,23.2,4.6,2.0,0,0
2024-03-20T09:20:00,eth0,50.0,17.4,5.8,1.4,0,0
2024-03-20T09:20:00,eth1,47.8,16.2,4.4,1.6,0,0
2024-03-20T09:25:00,eth0,53.2,16.4,4.8,1.6,0,0
2024-03-20T09:25:00,eth1,47.5,20.6,4.7,2.2,0,0
2024-03-20T09:30:00,eth0,43.5,19.2,4.9,1.8,0,2
2024-03-20T09:30:00,eth1,57.1,28.5,5.9,2.5,0,0
2024-03-20T09:35:00,eth0,42.5,19.3,4.4,1.8,0,0
2024-03-20T09:35:00,eth1,42.6,17.5,4.4,1.8,0,0
2024-03-20T09:40:00,eth0,58.2,27.8,5.3,2.8,0,0
2024-03-20T09:40:00,eth1,49.0,24.0,4.4,2.2,0,0
2024-03-20T09:45:00,eth0,43.5,18.5,5.2,1.6,0,0
2024-03-20T09:45:00,eth1,50.0,16.8,5.6,1.9,0,0
2024-03-20T09:50:00,eth0,57.5,23.7,6.8,2.3,0,0
2024-03-20T09:50:00,eth1,48.5,19.1,4.7,1.6,0,0
2024-03-20T09:55:00,eth0,58.0,26.1,5.4,3.1,0,0
2024-03-20T09:55:00,eth1,51.5,17.7,5.5,1.8,0,0
2024-03-20T10:00:00,eth0,53.9,25.8,5.9,2.9,0,0
2024-03-20T10:00:00,eth1,48.7,23.4,5.8,2.7,0,0
2024-03-20T10:05:00,eth0,46.5,17.1,4.7,2.0,0,0
2024-03-20T10:05:00,eth1,40.3,15.0,4.3,1.5,0,0
2024-03-20T10:10:00,eth0,44.6,17.0,3.7,1.9,4,0
2024-03-20T10:10:00,eth1,54.9,17.6,6.2,2.0,0,0
2024-03-20T10:15:00,eth0,47.4,23.0,4.0,2.6,0,0
2024-03-20T10:15:00,eth1,56.3,18.6,5.8,2.1,0,0
2024-03-20T10:20:00,eth0,61.9,28.9,5.4,3.2,5,0
2024-03-20T10:20:00,eth1,41.3,15.6,4.8,1.3,0,0
2024-03-20T10:25:00,eth0,50.7,16.0,5.4,1.8,0,0
2024-03-20T10:25:00,eth1,41.2,19.4,3.4,1.6,0,0
2024-03-20T10:30:00,eth0,48.9,20.6,5.6,1.9,0,0
2024-03-20T10:30:00,eth1,56.1,26.5,5.7,3.0,0,0
2024-03-20T10:35:00,eth0,48.3,18.1,5.1,1.6,0,0
2024-03-20T10:35:00,eth1,48.3,20.3,4.6,1.7,0,0
2024-03-20T10:40:00,eth0,48.1,18.4,4.1,1.6,1,0
2024-03-20T10:40:00,eth1,37.4,14.9,3.9,1.5,0,0
2024-03-20T10:45:00,eth0,56.2,23.6,6.2,2.1,0,0
2024-03-20T10:45:00,eth1,59.9,24.3,4.9,2.1,0,0
2024-03-20T10:50:00,eth0,67.2,24.4,7.3,2.1,0,0
2024-03-20T10:50:00,eth1,42.8,13.8,4.4,1.1,2,0
2024-03-20T10:55:00,eth0,53.9,20.3,4.8,2.0,0,0
2024-03-20T10:55:00,eth1,52.1,18.9,5.1,1.9,0,0
2024-03-20T11:00:00,eth0,80.4,38.5,8.2,3.5,0,0
2024-03-20T11:00:00,eth1,87.4,29.2,9.0,2.4,0,0
2024-03-20T11:05:00,eth0,96.1,37.1,8.8,3.0,0,0
2024-03-20T11:05:00,eth1,81.5,38.0,7.8,3.9,0,0
2024-03-20T11:10:00,eth0,75.1,30.2,8.8,2.5,0,0
2024-03-20T11:10:00,eth1,62.5,29.7,7.2,3.1,0,0
2024-03-20T11:15:00,eth0,80.7,39.9,7.0,4.1,0,0
2024-03-20T11:15:00,eth1,88.8,39.6,9.3,3.5,0,0
2024-03-20T11:20:00,eth0,85.9,40.8,9.8,3.6,0,0
2024-03-20T11:20:00,eth1,65.8,20.1,5.9,2.2,0,0
2024-03-20T11:25:00,eth0,79.2,35.2,7.7,3.8,0,0
2024-03-20T11:25:00,eth1,61.1,26.9,5.9,3.2,0,0
2024-03-20T11:30:00,eth0,77.1,35.3,7.3,2.8,0,0
2024-03-20T11:30:00,eth1,69.6,32.6,6.1,3.4,0,0
2024-03-20T11:35:00,eth0,93.0,40.2,7.5,3.8,0,0
2024-03-20T11:35:00,eth1,75.0,32.8,7.2,2.8,0,0
2024-03-20T11:40:00,eth0,80.0,33.1,7.4,3.2,0,0
2024-03-20T11:40:00,eth1,74.2,22.8,7.7,2.5,0,0
2024-03-20T11:45:00,eth0,68.6,28.1,5.5,2.4,0,0
2024-03-20T11:45:00,eth1,69.9,25.6,5.7,2.7,0,0
2024-03-20T11:50:00,eth0,46.0,19.3,5.0,1.9,0,0
2024-03-20T11:50:00,eth1,67.8,32.3,6.3,3.5,0,0
2024-03-20T11:55:00,eth0,70.3,27.4,7.2,2.7,0,0
2024-03-20T11:55:00,eth1,68.5,30.1,6.7,2.8,0,0
2024-03-20T12:00:00,eth0,87.8,29.8,9.7,3.2,5,0
2024-03-20T12:00:00,eth1,108.6,40.9,9.0,4.3,0,0
2024-03-20T12:05:00,eth0,80.0,31.9,8.1,3.6,0,0
2024-03-20T12:05:00,eth1,104.9,41.9,11.9,4.8,0,0
2024-03-20T12:10:00,eth0,116.0,35.7,12.3,3.3,0,0
2024-03-20T12:10:00,eth1,145.4,49.0,15.3,4.4,0,0
2024-03-20T12:15:00,eth0,131.3,48.8,15.7,4.7,0,0
2024-03-20T12:15:00,eth1,105.9,43.8,8.6,3.7,0,0
2024-03-20T12:20:00,eth0,102.4,38.4,9.2,4.5,0,0
2024-03-20T12:20:00,eth1,86.5,29.3,8.1,3.3,0,0
2024-03-20T12:25:00,eth0,94.7,38.5,9.8,3.5,0,0
2024-03-20T12:25:00,eth1,94.0,44.5,8.3,5.3,0,0
2024-03-20T12:30:00,eth0,95.2,30.1,10.2,2.8,0,0
2024-03-20T12:30:00,eth1,107.6,53.6,10.7,6.2,0,0
2024-03-20T12:35:00,eth0,86.4,36.1,9.9,3.2,0,0
2024-03-20T12:35:00,eth1,93.0,34.8,8.3,4.2,0,0
2024-03-20T12:40:00,eth0,88.9,43.6,8.9,3.9,0,0
2024-03-20T12:40:00,eth1,109.0,39.8,11.4,4.4,0,0
2024-03-20T12:45:00,eth0,99.9,36.1,10.5,4.2,0,0
2024-03-20T12:45:00,eth1,101.8,32.1,11.5,3.7,0,0
2024-03-20T12:50:00,eth0,108.9,39.9,9.7,4.5,0,0
2024-03-20T12:50:00,eth1,126.9,48.1,10.6,4.4,0,0
2024-03-20T12:55:00,eth0,103.1,34.5,10.8,3.1,0,0
2024-03-20T12:55:00,eth1,110.0,53.9,9.2,6.0,0,0
2024-03-20T13:00:00,eth0,145.8,71.5,12.5,8.2,0,0
2024-03-20T13:00:00,eth1,123.3,55.9,10.3,6.2,0,0
2024-03-20T13:05:00,eth0,58.9,25.9,5.9,2.7,0,0
2024-03-20T13:05:00,eth1,109.2,49.3,8.8,4.7,0,0
2024-03-20T13:10:00,eth0,91.8,34.9,10.6,4.1,0,0
2024-03-20T13:10:00,eth1,109.7,49.9,10.6,5.9,0,0
2024-03-20T13:15:00,eth0,94.5,38.6,8.6,4.4,0,0
2024-03-20T13:15:00,eth1,136.1,54.7,16.2,6.3,0,0
2024-03-20T13:20:00,eth0,118.7,44.2,13.6,4.9,0,0
2024-03-20T13:20:00,eth1,101.9,40.8,9.4,4.3,0,0
2024-03-20T13:25:00,eth0,102.3,31.2,12.0,2.5,2,0
2024-03-20T13:25:00,eth1,71.4,26.7,6.4,2.8,0,0
2024-03-20T13:30:00,eth0,145.9,69.5,16.5,7.8,0,0
2024-03-20T13:30:00,eth1,147.9,44.5,13.8,3.6,0,0
2024-03-20T13:35:00,eth0,109.9,35.2,10.1,4.0,0,0
2024-03-20T13:35:00,eth1,116.8,48.7,14.0,4.9,0,0
2024-03-20T13:40:00,eth0,133.5,52.0,14.1,5.1,0,0
2024-03-20T13:40:00,eth1,119.9,39.6,9.6,3.7,0,0
2024-03-20T13:45:00,eth0,129.3,44.2,15.3,4.5,0,0
2024-03-20T13:45:00,eth1,135.8,55.5,15.3,6.1,0,0
2024-03-20T13:50:00,eth0,123.8,58.0,9.9,5.3,0,0
2024-03-20T13:50:00,eth1,130.3,39.3,10.9,3.5,0,0
2024-03-20T13:55:00,eth0,116.6,35.6,10.1,3.5,0,0
2024-03-20T13:55:00,eth1,100.9,39.5,11.3,4.6,0,0
2024-03-20T14:00:00,eth0,136.2,58.0,13.5,5.5,0,0
2024-03-20T14:00:00,eth1,117.1,42.8,12.3,4.3,0,0
2024-03-20T14:05:00,eth0,94.5,38.8,10.3,3.7,0,0
2024-03-20T14:05:00,eth1,149.2,57.9,12.7,5.7,0,0
2024-03-20T14:10:00,eth0,148.1,66.0,17.3,7.0,0,0
2024-03-20T14:10:00,eth1,170.8,82.9,15.9,7.2,0,0
2024-03-20T14:15:00,eth0,111.3,53.0,13.2,5.8,0,0
2024-03-20T14:15:00,eth1,114.4,47.7,12.1,4.3,0,0
2024-03-20T14:20:00,eth0,151.5,66.7,13.6,6.9,0,0
2024-03-20T14:20:00,eth1,162.4,66.8,15.0,6.5,0,0
2024-03-20T14:25:00,eth0,133.2,45.8,15.0,4.2,0,0
2024-03-20T14:25:00,eth1,94.3,33.2,8.5,3.7,0,0
2024-03-20T14:30:00,eth0,134.6,52.4,15.2,6.0,0,0
2024-03-20T14:30:00,eth1,123.8,41.5,10.3,3.4,0,0
2024-03-20T14:35:00,eth0,112.0,44.8,9.5,4.5,0,0
2024-03-20T14:35:00,eth1,141.5,58.9,14.5,6.9,0,0
2024-03-20T14:40:00,eth0,149.7,47.9,16.7,4.6,0,0
2024-03-20T14:40:00,eth1,104.9,43.0,9.1,5.0,0,0
2024-03-20T14:45:00,eth0,98.5,47.0,9.9,4.7,0,0
2024-03-20T14:45:00,eth1,106.5,36.4,11.7,3.9,0,0
2024-03-20T14:50:00,eth0,148.3,56.2,12.2,6.4,0,0
2024-03-20T14:50:00,eth1,163.4,74.1,14.4,6.8,0,0
2024-03-20T14:55:00,eth0,113.6,53.5,11.7,4.5,0,0
2024-03-20T14:55:00,eth1,106.8,35.5,9.4,3.9,0,0
2024-03-20T15:00:00,eth0,159.0,66.0,17.7,7.2,0,0
2024-03-20T15:00:00,eth1,148.4,45.2,13.7,4.5,0,0
2024-03-20T15:05:00,eth0,157.2,53.3,12.6,5.2,0,0
2024-03-20T15:05:00,eth1,174.9,73.2,14.6,8.7,0,0
2024-03-20T15:10:00,eth0,153.9,52.6,13.0,5.6,0,0
2024-03-20T15:10:00,eth1,156.8,61.7,16.7,5.1,0,0
2024-03-20T15:15:00,eth0,155.7,59.2,13.3,5.2,0,0
2024-03-20T15:15:00,eth1,152.3,59.3,16.6,6.3,0,0
2024-03-20T15:20:00,eth0,159.9,67.9,17.5,5.5,0,0
2024-03-20T15:20:00,eth1,140.6,51.7,14.3,5.5,0,0
2024-03-20T15:25:00,eth0,160.9,51.6,17.8,4.7,0,0
2024-03-20T15:25:00,eth1,111.3,51.0,11.9,5.4,0,0
2024-03-20T15:30:00,eth0,179.1,88.9,15.4,8.1,0,0
2024-03-20T15:30:00,eth1,148.4,62.1,16.0,5.9,0,0
2024-03-20T15:35:00,eth0,150.9,67.7,16.0,7.6,0,0
2024-03-20T15:35:00,eth1,139.7,58.6,11.9,6.3,0,1
