timestamp,host,mem_total_gb,mem_used_gb,mem_free_gb,mem_usage_pct,swap_used_gb
2024-03-20T01:35:00,web-03,32.0,9.44,22.56,29.5,0.00
2024-03-20T01:40:00,web-01,32.0,12.43,19.57,38.9,0.00
2024-03-20T01:40:00,web-02,32.0,9.56,22.44,29.9,0.00
2024-03-20T01:40:00,web-03,32.0,10.67,21.33,33.4,0.00
2024-03-20T01:45:00,web-01,32.0,12.50,19.50,39.1,0.00
2024-03-20T01:45:00,web-02,32.0,10.01,21.99,31.3,0.00
2024-03-20T01:45:00,web-03,32.0,8.84,23.16,27.6,0.00
2024-03-20T01:50:00,web-01,32.0,12.48,19.52,39.0,0.00
2024-03-20T01:50:00,web-02,32.0,10.57,21.43,33.0,0.00
2024-03-20T01:50:00,web-03,32.0,9.43,22.57,29.5,0.00
2024-03-20T01:55:00,web-01,32.0,12.58,19.42,39.3,0.00
2024-03-20T01:55:00,web-02,32.0,10.20,21.80,31.9,0.00
2024-03-20T01:55:00,web-03,32.0,9.51,22.49,29.7,0.00
2024-03-20T02:00:00,web-01,32.0,12.77,19.23,39.9,0.00
2024-03-20T02:00:00,web-02,32.0,9.46,22.54,29.6,0.00
2024-03-20T02:00:00,web-03,32.0,11.60,20.40,36.2,0.00
2024-03-20T02:05:00,web-01,32.0,12.29,19.71,38.4,0.00
2024-03-20T02:05:00,web-02,32.0,10.58,21.42,33.0,0.00
2024-03-20T02:05:00,web-03,32.0,9.27,22.73,29.0,0.00
2024-03-20T02:10:00,web-01,32.0,12.22,19.78,38.2,0.00
2024-03-20T02:10:00,web-02,32.0,11.04,20.96,34.5,0.00
2024-03-20T02:10:00,web-03,32.0,9.78,22.22,30.6,0.00
2024-03-20T02:15:00,web-01,32.0,12.21,19.79,38.1,0.00
2024-03-20T02:15:00,web-02,32.0,10.61,21.39,33.2,0.00
2024-03-20T02:15:00,web-03,32.0,10.15,21.85,31.7,0.00
2024-03-20T02:20:00,web-01,32.0,11.99,20.01,37.5,0.00
2024-03-20T02:20:00,web-02,32.0,8.31,23.69,26.0,0.00
2024-03-20T02:20:00,web-03,32.0,8.52,23.48,26.6,0.00
2024-03-20T02:25:00,web-01,32.0,12.39,19.61,38.7,0.00
2024-03-20T02:25:00,web-02,32.0,10.02,21.98,31.3,0.00
2024-03-20T02:25:00,web-03,32.0,9.93,22.07,31.0,0.00
2024-03-20T02:30:00,web-01,32.0,12.01,19.99,37.5,0.00
2024-03-20T02:30:00,web-02,32.0,9.25,22.75,28.9,0.00
2024-03-20T02:30:00,web-03,32.0,10.55,21.45,33.0,0.00
2024-03-20T02:35:00,web-01,32.0,12.22,19.78,38.2,0.00
2024-03-20T02:35:00,web-02,32.0,10.08,21.92,31.5,0.00
2024-03-20T02:35:00,web-03,32.0,9.88,22.12,30.9,0.00
2024-03-20T02:40:00,web-01,32.0,12.72,19.28,39.7,0.00
2024-03-20T02:40:00,web-02,32.0,10.74,21.26,33.6,0.00
2024-03-20T02:40:00,web-03,32.0,10.92,21.08,34.1,0.00
2024-03-20T02:45:00,web-01,32.0,12.67,19.33,39.6,0.00
2024-03-20T02:45:00,web-02,32.0,10.57,21.43,33.0,0.00
2024-03-20T02:45:00,web-03,32.0,9.61,22.39,30.0,0.00
2024-03-20T02:50:00,web-01,32.0,12.47,19.53,39.0,0.00
2024-03-20T02:50:00,web-02,32.0,9.93,22.07,31.0,0.00
2024-03-20T02:50:00,web-03,32.0,10.12,21.88,31.6,0.00
2024-03-20T02:55:00,web-01,32.0,12.12,19.88,37.9,0.00
2024-03-20T02:55:00,web-02,32.0,10.17,21.83,31.8,0.00
2024-03-20T02:55:00,web-03,32.0,9.58,22.42,29.9,0.00
2024-03-20T03:00:00,web-01,32.0,12.61,19.39,39.4,0.00
2024-03-20T03:00:00,web-02,32.0,9.02,22.98,28.2,0.00
2024-03-20T03:00:00,web-03,32.0,10.98,21.02,34.3,0.00
2024-03-20T03:05:00,web-01,32.0,12.38,19.62,38.7,0.00
2024-03-20T03:05:00,web-02,32.0,11.09,20.91,34.7,0.00
2024-03-20T03:05:00,web-03,32.0,10.11,21.89,31.6,0.00
2024-03-20T03:10:00,web-01,32.0,12.76,19.24,39.9,0.00
2024-03-20T03:10:00,web-02,32.0,9.65,22.35,30.2,0.00
2024-03-20T03:10:00,web-03,32.0,9.79,22.21,30.6,0.00
2024-03-20T03:15:00,web-01,32.0,12.13,19.87,37.9,0.00
2024-03-20T03:15:00,web-02,32.0,10.42,21.58,32.5,0.00
2024-03-20T03:15:00,web-03,32.0,9.09,22.91,28.4,0.00
2024-03-20T03:20:00,web-01,32.0,12.16,19.84,38.0,0.00
2024-03-20T03:20:00,web-02,32.0,9.93,22.07,31.0,0.00
2024-03-20T03:20:00,web-03,32.0,8.68,23.32,27.1,0.00
2024-03-20T03:25:00,web-01,32.0,12.75,19.25,39.8,0.00
2024-03-20T03:25:00,web-02,32.0,9.69,22.31,30.3,0.00
2024-03-20T03:25:00,web-03,32.0,10.60,21.40,33.1,0.00
2024-03-20T03:30:00,web-01,32.0,12.36,19.64,38.6,0.00
2024-03-20T03:30:00,web-02,32.0,10.22,21.78,31.9,0.00
2024-03-20T03:30:00,web-03,32.0,9.71,22.29,30.3,0.00
2024-03-20T03:35:00,web-01,32.0,12.48,19.52,39.0,0.00
2024-03-20T03:35:00,web-02,32.0,10.03,21.97,31.3,0.00
2024-03-20T03:35:00,web-03,32.0,10.31,21.69,32.2,0.00
2024-03-20T03:40:00,web-01,32.0,12.57,19.43,39.3,0.00
2024-03-20T03:40:00,web-02,32.0,10.52,21.48,32.9,0.00
2024-03-20T03:40:00,web-03,32.0,9.53,22.47,29.8,0.00
2024-03-20T03:45:00,web-01,32.0,12.33,19.67,38.5,0.00
2024-03-20T03:45:00,web-02,32.0,9.45,22.55,29.5,0.00
2024-03-20T03:45:00,web-03,32.0,9.84,22.16,30.7,0.00
2024-03-20T03:50:00,web-01,32.0,12.67,19.33,39.6,0.00
2024-03-20T03:50:00,web-02,32.0,10.64,21.36,33.2,0.00
2024-03-20T03:50:00,web-03,32.0,9.92,22.08,31.0,0.00
2024-03-20T03:55:00,web-01,32.0,12.84,19.16,40.1,0.00
2024-03-20T03:55:00,web-02,32.0,10.41,21.59,32.5,0.00
2024-03-20T03:55:00,web-03,32.0,10.36,21.64,32.4,0.00
2024-03-20T04:00:00,web-01,32.0,12.53,19.47,39.2,0.00
2024-03-20T04:00:00,web-02,32.0,10.28,21.72,32.1,0.00
2024-03-20T04:00:00,web-03,32.0,9.94,22.06,31.1,0.00
2024-03-20T04:05:00,web-01,32.0,12.67,19.33,39.6,0.00
2024-03-20T04:05:00,web-02,32.0,10.06,21.94,31.4,0.00
2024-03-20T04:05:00,web-03,32.0,9.45,22.55,29.5,0.00
2024-03-20T04:10:00,web-01,32.0,13.04,18.96,40.7,0.00
2024-03-20T04:10:00,web-02,32.0,9.06,22.94,28.3,0.00
2024-03-20T04:10:00,web-03,32.0,9.02,22.98,28.2,0.00
2024-03-20T04:15:00,web-01,32.0,12.47,19.53,39.0,0.00
2024-03-20T04:15:00,web-02,32.0,10.68,21.32,33.4,0.00
2024-03-20T04:15:00,web-03,32.0,9.78,22.22,30.5,0.00
2024-03-20T04:20:00,web-01,32.0,12.59,19.41,39.3,0.00
2024-03-20T04:20:00,web-02,32.0,11.20,20.80,35.0,0.00
2024-03-20T04:20:00,web-03,32.0,9.67,22.33,30.2,0.00
2024-03-20T04:25:00,web-01,32.0,12.43,19.57,38.8,0.00
2024-03-20T04:25:00,web-02,32.0,11.20,20.80,35.0,0.00
2024-03-20T04:25:00,web-03,32.0,10.55,21.45,33.0,0.00
2024-03-20T04:30:00,web-01,32.0,12.92,19.08,40.4,0.00
2024-03-20T04:30:00,web-02,32.0,10.26,21.74,32.1,0.00
2024-03-20T04:30:00,web-03,32.0,9.94,22.06,31.1,0.00
2024-03-20T04:35:00,web-01,32.0,12.77,19.23,39.9,0.00
2024-03-20T04:35:00,web-02,32.0,9.13,22.87,28.5,0.00
2024-03-20T04:35:00,web-03,32.0,10.11,21.89,31.6,0.00
2024-03-20T04:40:00,web-01,32.0,13.07,18.93,40.9,0.00
2024-03-20T04:40:00,web-02,32.0,10.14,21.86,31.7,0.00
2024-03-20T04:40:00,web-03,32.0,8.76,23.24,27.4,0.00
2024-03-20T04:45:00,web-01,32.0,12.36,19.64,38.6,0.00
2024-03-20T04:45:00,web-02,32.0,10.59,21.41,33.1,0.00
2024-03-20T04:45:00,web-03,32.0,10.59,21.41,33.1,0.00
2024-03-20T04:50:00,web-01,32.0,12.74,19.26,39.8,0.00
2024-03-20T04:50:00,web-02,32.0,10.69,21.31,33.4,0.00
2024-03-20T04:50:00,web-03,32.0,9.93,22.07,31.0,0.00
2024-03-20T04:55:00,web-01,32.0,12.68,19.32,39.6,0.00
2024-03-20T04:55:00,web-02,32.0,10.28,21.72,32.1,0.00
2024-03-20T04:55:00,web-03,32.0,9.74,22.26,30.4,0.00
2024-03-20T05:00:00,web-01,32.0,12.78,19.22,39.9,0.00
2024-03-20T05:00:00,web-02,32.0,9.87,22.13,30.8,0.00
2024-03-20T05:00:00,web-03,32.0,9.19,22.81,28.7,0.00
2024-03-20T05:05:00,web-01,32.0,12.52,19.48,39.1,0.00
2024-03-20T05:05:00,web-02,32.0,9.63,22.37,30.1,0.00
2024-03-20T05:05:00,web-03,32.0,9.83,22.17,30.7,0.00
2024-03-20T05:10:00,web-01,32.0,12.99,19.01,40.6,0.00
2024-03-20T05:10:00,web-02,32.0,9.95,22.05,31.1,0.00
2024-03-20T05:10:00,web-03,32.0,10.03,21.97,31.3,0.00
2024-03-20T05:15:00,web-01,32.0,13.14,18.86,41.1,0.00
2024-03-20T05:15:00,web-02,32.0,9.65,22.35,30.2,0.00
2024-03-20T05:15:00,web-03,32.0,9.41,22.59,29.4,0.00
2024-03-20T05:20:00,web-01,32.0,12.73,19.27,39.8,0.00
2024-03-20T05:20:00,web-02,32.0,9.53,22.47,29.8,0.00
2024-03-20T05:20:00,web-03,32.0,9.83,22.17,30.7,0.00
2024-03-20T05:25:00,web-01,32.0,12.69,19.31,39.6,0.00
2024-03-20T05:25:00,web-02,32.0,10.82,21.18,33.8,0.00
2024-03-20T05:25:00,web-03,32.0,10.49,21.51,32.8,0.00
2024-03-20T05:30:00,web-01,32.0,12.88,19.12,40.2,0.00
2024-03-20T05:30:00,web-02,32.0,9.88,22.12,30.9,0.00
2024-03-20T05:30:00,web-03,32.0,9.66,22.34,30.2,0.00
2024-03-20T05:35:00,web-01,32.0,12.88,19.12,40.2,0.00
2024-03-20T05:35:00,web-02,32.0,10.69,21.31,33.4,0.00
2024-03-20T05:35:00,web-03,32.0,8.65,23.35,27.0,0.00
2024-03-20T05:40:00,web-01,32.0,12.78,19.22,39.9,0.00
2024-03-20T05:40:00,web-02,32.0,11.01,20.99,34.4,0.00
2024-03-20T05:40:00,web-03,32.0,9.37,22.63,29.3,0.00
2024-03-20T05:45:00,web-01,32.0,13.18,18.82,41.2,0.00
2024-03-20T05:45:00,web-02,32.0,9.69,22.31,30.3,0.00
2024-03-20T05:45:00,web-03,32.0,10.73,21.27,33.5,0.00
2024-03-20T05:50:00,web-01,32.0,13.04,18.96,40.7,0.00
2024-03-20T05:50:00,web-02,32.0,10.48,21.52,32.7,0.00
2024-03-20T05:50:00,web-03,32.0,9.48,22.52,29.6,0.00
2024-03-20T05:55:00,web-01,32.0,12.43,19.57,38.8,0.00
2024-03-20T05:55:00,web-02,32.0,10.54,21.46,32.9,0.00
2024-03-20T05:55:00,web-03,32.0,9.53,22.47,29.8,0.00
2024-03-20T06:00:00,web-01,32.0,13.12,18.88,41.0,0.00
2024-03-20T06:00:00,web-02,32.0,10.04,21.96,31.4,0.00
2024-03-20T06:00:00,web-03,32.0,9.35,22.65,29.2,0.00
2024-03-20T06:05:00,web-01,32.0,13.15,18.85,41.1,0.00
2024-03-20T06:05:00,web-02,32.0,9.76,22.24,30.5,0.00
2024-03-20T06:05:00,web-03,32.0,8.78,23.22,27.4,0.00
2024-03-20T06:10:00,web-01,32.0,12.89,19.11,40.3,0.00
2024-03-20T06:10:00,web-02,32.0,10.31,21.69,32.2,0.00
2024-03-20T06:10:00,web-03,32.0,9.38,22.62,29.3,0.00
2024-03-20T06:15:00,web-01,32.0,12.85,19.15,40.1,0.00
2024-03-20T06:15:00,web-02,32.0,9.91,22.09,31.0,0.00
2024-03-20T06:15:00,web-03,32.0,9.97,22.03,31.2,0.00
2024-03-20T06:20:00,web-01,32.0,13.06,18.94,40.8,0.00
2024-03-20T06:20:00,web-02,32.0,10.33,21.67,32.3,0.00
2024-03-20T06:20:00,web-03,32.0,9.55,22.45,29.9,0.00
2024-03-20T06:25:00,web-01,32.0,12.93,19.07,40.4,0.00
2024-03-20T06:25:00,web-02,32.0,9.28,22.72,29.0,0.00
2024-03-20T06:25:00,web-03,32.0,9.61,22.39,30.0,0.00
2024-03-20T06:30:00,web-01,32.0,12.95,19.05,40.5,0.00
2024-03-20T06:30:00,web-02,32.0,10.78,21.22,33.7,0.00
2024-03-20T06:30:00,web-03,32.0,10.93,21.07,34.2,0.00
2024-03-20T06:35:00,web-01,32.0,12.60,19.40,39.4,0.00
2024-03-20T06:35:00,web-02,32.0,10.68,21.32,33.4,0.00
2024-03-20T06:35:00,web-03,32.0,10.54,21.46,32.9,0.00
2024-03-20T06:40:00,web-01,32.0,13.22,18.78,41.3,0.00
2024-03-20T06:40:00,web-02,32.0,10.45,21.55,32.6,0.00
2024-03-20T06:40:00,web-03,32.0,10.46,21.54,32.7,0.00
2024-03-20T06:45:00,web-01,32.0,13.20,18.80,41.3,0.00
2024-03-20T06:45:00,web-02,32.0,9.67,22.33,30.2,0.00
2024-03-20T06:45:00,web-03,32.0,10.32,21.68,32.2,0.00
2024-03-20T06:50:00,web-01,32.0,12.08,19.92,37.8,0.00
2024-03-20T06:50:00,web-02,32.0,9.00,23.00,28.1,0.00
2024-03-20T06:50:00,web-03,32.0,10.01,21.99,31.3,0.00
2024-03-20T06:55:00,web-01,32.0,13.31,18.69,41.6,0.00
2024-03-20T06:55:00,web-02,32.0,9.63,22.37,30.1,0.00
2024-03-20T06:55:00,web-03,32.0,10.18,21.82,31.8,0.00
2024-03-20T07:00:00,web-01,32.0,12.87,19.13,40.2,0.00
2024-03-20T07:00:00,web-02,32.0,9.52,22.48,29.8,0.00
2024-03-20T07:00:00,web-03,32.0,10.30,21.70,32.2,0.00
2024-03-20T07:05:00,web-01,32.0,12.74,19.26,39.8,0.00
2024-03-20T07:05:00,web-02,32.0,9.65,22.35,30.2,0.00
2024-03-20T07:05:00,web-03,32.0,9.43,22.57,29.5,0.00
2024-03-20T07:10:00,web-01,32.0,13.51,18.49,42.2,0.00
2024-03-20T07:10:00,web-02,32.0,10.68,21.32,33.4,0.00
2024-03-20T07:10:00,web-03,32.0,8.87,23.13,27.7,0.00
2024-03-20T07:15:00,web-01,32.0,12.86,19.14,40.2,0.00
2024-03-20T07:15:00,web-02,32.0,9.94,22.06,31.1,0.00
2024-03-20T07:15:00,web-03,32.0,9.83,22.17,30.7,0.00
2024-03-20T07:20:00,web-01,32.0,13.16,18.84,41.1,0.00
2024-03-20T07:20:00,web-02,32.0,10.28,21.72,32.1,0.00
2024-03-20T07:20:00,web-03,32.0,10.83,21.17,33.9,0.00
2024-03-20T07:25:00,web-01,32.0,13.49,18.51,42.2,0.00
2024-03-20T07:25:00,web-02,32.0,9.88,22.12,30.9,0.00
2024-03-20T07:25:00,web-03,32.0,10.41,21.59,32.5,0.00
2024-03-20T07:30:00,web-01,32.0,13.15,18.85,41.1,0.00
2024-03-20T07:30:00,web-02,32.0,9.69,22.31,30.3,0.00
2024-03-20T07:30:00,web-03,32.0,9.14,22.86,28.5,0.00
2024-03-20T07:35:00,web-01,32.0,13.64,18.36,42.6,0.00
2024-03-20T07:35:00,web-02,32.0,10.72,21.28,33.5,0.00
2024-03-20T07:35:00,web-03,32.0,9.84,22.16,30.8,0.00
2024-03-20T07:40:00,web-01,32.0,13.46,18.54,42.1,0.00
2024-03-20T07:40:00,web-02,32.0,9.02,22.98,28.2,0.00
2024-03-20T07:40:00,web-03,32.0,10.49,21.51,32.8,0.00
2024-03-20T07:45:00,web-01,32.0,13.26,18.74,41.4,0.00
2024-03-20T07:45:00,web-02,32.0,10.13,21.87,31.7,0.00
2024-03-20T07:45:00,web-03,32.0,9.37,22.63,29.3,0.00
2024-03-20T07:50:00,web-01,32.0,13.14,18.86,41.1,0.00
2024-03-20T07:50:00,web-02,32.0,10.06,21.94,31.4,0.00
2024-03-20T07:50:00,web-03,32.0,10.04,21.96,31.4,0.00
2024-03-20T07:55:00,web-01,32.0,13.16,18.84,41.1,0.00
2024-03-20T07:55:00,web-02,32.0,10.45,21.55,32.6,0.00
2024-03-20T07:55:00,web-03,32.0,9.80,22.20,30.6,0.00
2024-03-20T08:00:00,web-01,32.0,13.40,18.60,41.9,0.00
2024-03-20T08:00:00,web-02,32.0,10.84,21.16,33.9,0.00
2024-03-20T08:00:00,web-03,32.0,9.23,22.77,28.9,0.00
2024-03-20T08:05:00,web-01,32.0,13.37,18.63,41.8,0.00
2024-03-20T08:05:00,web-02,32.0,10.98,21.02,34.3,0.00
2024-03-20T08:05:00,web-03,32.0,10.16,21.84,31.7,0.00
2024-03-20T08:10:00,web-01,32.0,13.20,18.80,41.3,0.00
2024-03-20T08:10:00,web-02,32.0,9.81,22.19,30.7,0.00
2024-03-20T08:10:00,web-03,32.0,9.81,22.19,30.6,0.00
2024-03-20T08:15:00,web-01,32.0,13.33,18.67,41.7,0.00
2024-03-20T08:15:00,web-02,32.0,10.17,21.83,31.8,0.00
2024-03-20T08:15:00,web-03,32.0,10.55,21.45,33.0,0.00
2024-03-20T08:20:00,web-01,32.0,13.34,18.66,41.7,0.00
2024-03-20T08:20:00,web-02,32.0,9.88,22.12,30.9,0.00
2024-03-20T08:20:00,web-03,32.0,9.25,22.75,28.9,0.00
2024-03-20T08:25:00,web-01,32.0,13.53,18.47,42.3,0.00
2024-03-20T08:25:00,web-02,32.0,8.80,23.20,27.5,0.00
2024-03-20T08:25:00,web-03,32.0,10.07,21.93,31.5,0.00
2024-03-20T08:30:00,web-01,32.0,13.61,18.39,42.5,0.00
2024-03-20T08:30:00,web-02,32.0,9.56,22.44,29.9,0.00
2024-03-20T08:30:00,web-03,32.0,9.29,22.71,29.0,0.00
2024-03-20T08:35:00,web-01,32.0,13.83,18.17,43.2,0.00
2024-03-20T08:35:00,web-02,32.0,10.41,21.59,32.5,0.00
2024-03-20T08:35:00,web-03,32.0,9.97,22.03,31.2,0.00
2024-03-20T08:40:00,web-01,32.0,13.26,18.74,41.4,0.00
2024-03-20T08:40:00,web-02,32.0,9.70,22.30,30.3,0.00
2024-03-20T08:40:00,web-03,32.0,10.33,21.67,32.3,0.00
2024-03-20T08:45:00,web-01,32.0,14.03,17.97,43.8,0.00
2024-03-20T08:45:00,web-02,32.0,9.47,22.53,29.6,0.00
2024-03-20T08:45:00,web-03,32.0,10.24,21.76,32.0,0.00
2024-03-20T08:50:00,web-01,32.0,13.06,18.94,40.8,0.00
2024-03-20T08:50:00,web-02,32.0,10.61,21.39,33.2,0.00
2024-03-20T08:50:00,web-03,32.0,10.06,21.94,31.4,0.00
2024-03-20T08:55:00,web-01,32.0,13.48,18.52,42.1,0.00
2024-03-20T08:55:00,web-02,32.0,9.76,22.24,30.5,0.00
2024-03-20T08:55:00,web-03,32.0,8.91,23.09,27.9,0.00
2024-03-20T09:00:00,web-01,32.0,13.91,18.09,43.5,0.00
2024-03-20T09:00:00,web-02,32.0,9.26,22.74,28.9,0.00
2024-03-20T09:00:00,web-03,32.0,9.45,22.55,29.5,0.00
2024-03-20T09:05:00,web-01,32.0,13.58,18.42,42.4,0.00
2024-03-20T09:05:00,web-02,32.0,9.60,22.40,30.0,0.00
2024-03-20T09:05:00,web-03,32.0,9.78,22.22,30.6,0.00
2024-03-20T09:10:00,web-01,32.0,13.23,18.77,41.4,0.00
2024-03-20T09:10:00,web-02,32.0,10.43,21.57,32.6,0.00
2024-03-20T09:10:00,web-03,32.0,9.11,22.89,28.5,0.00
2024-03-20T09:15:00,web-01,32.0,13.41,18.59,41.9,0.00
2024-03-20T09:15:00,web-02,32.0,10.63,21.37,33.2,0.00
2024-03-20T09:15:00,web-03,32.0,10.70,21.30,33.4,0.00
2024-03-20T09:20:00,web-01,32.0,13.43,18.57,42.0,0.00
2024-03-20T09:20:00,web-02,32.0,10.84,21.16,33.9,0.00
2024-03-20T09:20:00,web-03,32.0,10.04,21.96,31.4,0.00
2024-03-20T09:25:00,web-01,32.0,13.06,18.94,40.8,0.00
2024-03-20T09:25:00,web-02,32.0,9.71,22.29,30.3,0.00
2024-03-20T09:25:00,web-03,32.0,10.75,21.25,33.6,0.00
2024-03-20T09:30:00,web-01,32.0,13.48,18.52,42.1,0.00
2024-03-20T09:30:00,web-02,32.0,9.48,22.52,29.6,0.00
2024-03-20T09:30:00,web-03,32.0,10.09,21.91,31.5,0.00
2024-03-20T09:35:00,web-01,32.0,13.41,18.59,41.9,0.00
2024-03-20T09:35:00,web-02,32.0,10.07,21.93,31.5,0.00
2024-03-20T09:35:00,web-03,32.0,9.91,22.09,31.0,0.00
2024-03-20T09:40:00,web-01,32.0,13.40,18.60,41.9,0.00
2024-03-20T09:40:00,web-02,32.0,8.79,23.21,27.5,0.00
2024-03-20T09:40:00,web-03,32.0,10.17,21.83,31.8,0.00
2024-03-20T09:45:00,web-01,32.0,13.66,18.34,42.7,0.00
2024-03-20T09:45:00,web-02,32.0,9.56,22.44,29.9,0.00
2024-03-20T09:45:00,web-03,32.0,10.10,21.90,31.6,0.00
2024-03-20T09:50:00,web-01,32.0,13.50,18.50,42.2,0.00
2024-03-20T09:50:00,web-02,32.0,9.49,22.51,29.6,0.00
2024-03-20T09:50:00,web-03,32.0,9.42,22.58,29.4,0.00
2024-03-20T09:55:00,web-01,32.0,13.33,18.67,41.6,0.00
2024-03-20T09:55:00,web-02,32.0,9.74,22.26,30.4,0.00
2024-03-20T09:55:00,web-03,32.0,10.41,21.59,32.5,0.00
2024-03-20T10:00:00,web-01,32.0,13.47,18.53,42.1,0.00
2024-03-20T10:00:00,web-02,32.0,10.38,21.62,32.4,0.00
2024-03-20T10:00:00,web-03,32.0,9.67,22.33,30.2,0.00
2024-03-20T10:05:00,web-01,32.0,14.34,17.66,44.8,0.00
2024-03-20T10:05:00,web-02,32.0,10.22,21.78,31.9,0.00
2024-03-20T10:05:00,web-03,32.0,11.24,20.76,35.1,0.00
2024-03-20T10:10:00,web-01,32.0,13.59,18.41,42.5,0.00
2024-03-20T10:10:00,web-02,32.0,10.09,21.91,31.5,0.00
2024-03-20T10:10:00,web-03,32.0,10.49,21.51,32.8,0.00
2024-03-20T10:15:00,web-01,32.0,13.78,18.22,43.1,0.00
2024-03-20T10:15:00,web-02,32.0,10.65,21.35,33.3,0.00
2024-03-20T10:15:00,web-03,32.0,9.16,22.84,28.6,0.00
2024-03-20T10:20:00,web-01,32.0,13.13,18.87,41.0,0.00
2024-03-20T10:20:00,web-02,32.0,9.49,22.51,29.7,0.00
2024-03-20T10:20:00,web-03,32.0,9.17,22.83,28.6,0.00
