section,packet_id,nonce,checksum,state,superseded_by,source_weight,revision,channel,kind,record_id,status,operator,amount_minor,scale,action,value,target,bucket,delta,expected,observed,candidate,score,penalty,note
record,PKT-D711F0,,,,,,3,N1,numeric_delta,NUM-A6E7A81D,final,add,12,1,,,,,,,,,,,apply signed amount_minor divided by scale
record,PKT-D711F0,,,,,,3,N1,numeric_delta,NUM-CFA1C165,final,subtract,17,1,,,,,,,,,,,apply signed amount_minor divided by scale
record,PKT-D711F0,,,,,,3,N2,numeric_delta,NUM-0209594D,final,subtract,2658,100,,,,,,,,,,,apply signed amount_minor divided by scale
record,PKT-D711F0,,,,,,3,N2,numeric_delta,NUM-38C8D764,final,add,4199,100,,,,,,,,,,,apply signed amount_minor divided by scale
record,PKT-D711F0,,,,,,3,N2,numeric_delta,NUM-C6AE85CC,final,subtract,3498,100,,,,,,,,,,,apply signed amount_minor divided by scale
record,PKT-D711F0,,,,,,3,N2,numeric_delta,NUM-CE001F65,final,add,1625,100,,,,,,,,,,,apply signed amount_minor divided by scale
record,PKT-D711F0,,,,,,3,N2,numeric_delta,NUM-F453C232,final,add,4351,100,,,,,,,,,,,apply signed amount_minor divided by scale
record,PKT-D711F0,,,,,,3,T1,text_candidate,TXT-0ACBD97E,final,,,,,,,,,,,variant_b,70,2,rank by score minus penalty; tie by candidate text
record,PKT-D711F0,,,,,,3,T1,text_candidate,TXT-613E19D3,final,,,,,,,,,,,variant_a,79,3,rank by score minus penalty; tie by candidate text
record,PKT-D711F0,,,,,,3,T1,text_candidate,TXT-7ABC5075,final,,,,,,,,,,,control,52,4,rank by score minus penalty; tie by candidate text
record,PKT-DC5720,,,,,,2,L1,list_action,NOI-48682790,draft,,,,include,QUAFAI-04-35,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,1,L1,list_action,NOI-78700F60,final,,,,include,QUAFAI-04-18,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,1,L1,list_action,NOI-8DF76948,final,,,,include,QUAFAI-04-48,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,1,L1,list_action,NOI-9167846F,final,,,,include,QUAFAI-04-59,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,2,L1,list_action,NOI-9F693806,draft,,,,include,QUAFAI-04-75,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,1,L2,list_action,NOI-32AF9F9A,final,,,,include,RULIDS-04-40,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,1,L2,list_action,NOI-84B26BF5,final,,,,include,RULIDS-04-62,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,1,L2,list_action,NOI-A59899D5,final,,,,include,RULIDS-04-30,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,2,L2,list_action,NOI-CA215008,draft,,,,include,RULIDS-04-35,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,2,L2,list_action,NOI-D56F60F6,draft,,,,include,RULIDS-04-104,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,1,N1,numeric_delta,NOI-2A470A96,final,add,1049,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,1,N1,numeric_delta,NOI-A176DBE5,final,add,4075,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,1,N1,numeric_delta,NOI-CC720AE5,final,add,2883,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,2,N1,numeric_delta,NOI-E95F5203,draft,add,1567,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,2,N1,numeric_delta,NOI-F61ABEA6,draft,add,659,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,1,N2,numeric_delta,NOI-2E6D5F7A,final,add,4303,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,1,N2,numeric_delta,NOI-308EDC41,final,add,2445,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,1,N2,numeric_delta,NOI-5ABC30B3,final,add,8436,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,2,N2,numeric_delta,NOI-90C6FF6B,draft,add,1143,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,2,N2,numeric_delta,NOI-B4A9200B,draft,add,3231,100,,,,,,,,,,,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,1,T1,text_candidate,NOI-73FBC7DB,final,,,,,,,,,,,variant_a,84,4,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,1,T1,text_candidate,NOI-8E313E60,final,,,,,,,,,,,variant_b,86,2,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,1,T1,text_candidate,NOI-CA4FE4B4,final,,,,,,,,,,,control,88,0,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,2,T1,text_candidate,NOI-E382C253,draft,,,,,,,,,,,control,85,3,decoy from unselected or invalid packet
record,PKT-DC5720,,,,,,2,T1,text_candidate,NOI-FFAA3A6C,draft,,,,,,,,,,,variant_a,87,1,decoy from unselected or invalid packet
